ano;mes;mes_nome;mes_ordem;produto;volume_barris;unidade;escopo
2010;JAN;Janeiro;1;GASOLINA A;11579418,60281346;b;Brasil - refinarias
2010;FEV;Fevereiro;2;GASOLINA A;10755317,1548919;b;Brasil - refinarias
2010;MAR;Março;3;GASOLINA A;10881661,360877959;b;Brasil - refinarias
2010;ABR;Abril;4;GASOLINA A;10933716,39452086;b;Brasil - refinarias
2010;MAI;Maio;5;GASOLINA A;10408671,86934047;b;Brasil - refinarias
2010;JUN;Junho;6;GASOLINA A;10688438,7373277;b;Brasil - refinarias
2010;JUL;Julho;7;GASOLINA A;11470516,21607208;b;Brasil - refinarias
2010;AGO;Agosto;8;GASOLINA A;11126552,39603004;b;Brasil - refinarias
2010;SET;Setembro;9;GASOLINA A;10773010,28349513;b;Brasil - refinarias
2010;OUT;Outubro;10;GASOLINA A;11732496,38195271;b;Brasil - refinarias
2010;NOV;Novembro;11;GASOLINA A;11810662,25353013;b;Brasil - refinarias
2010;DEZ;Dezembro;12;GASOLINA A;13109498,11836919;b;Brasil - refinarias
2011;JAN;Janeiro;1;GASOLINA A;12619104,48983873;b;Brasil - refinarias
2011;FEV;Fevereiro;2;GASOLINA A;11526189,26164356;b;Brasil - refinarias
2011;MAR;Março;3;GASOLINA A;12890605,5033775;b;Brasil - refinarias
2011;ABR;Abril;4;GASOLINA A;12139478,68266834;b;Brasil - refinarias
2011;MAI;Maio;5;GASOLINA A;13846005,28210295;b;Brasil - refinarias
2011;JUN;Junho;6;GASOLINA A;11532678,85487859;b;Brasil - refinarias
2011;JUL;Julho;7;GASOLINA A;12681332,8320005;b;Brasil - refinarias
2011;AGO;Agosto;8;GASOLINA A;13075191,8026703;b;Brasil - refinarias
2011;SET;Setembro;9;GASOLINA A;12965902,90081461;b;Brasil - refinarias
2011;OUT;Outubro;10;GASOLINA A;12411389,307503741;b;Brasil - refinarias
2011;NOV;Novembro;11;GASOLINA A;12067879,30983282;b;Brasil - refinarias
2011;DEZ;Dezembro;12;GASOLINA A;12872927,18727682;b;Brasil - refinarias
2012;JAN;Janeiro;1;GASOLINA A;13774454,88172809;b;Brasil - refinarias
2012;FEV;Fevereiro;2;GASOLINA A;12958198,84590554;b;Brasil - refinarias
2012;MAR;Março;3;GASOLINA A;14012297,17211576;b;Brasil - refinarias
2012;ABR;Abril;4;GASOLINA A;13911239,75089688;b;Brasil - refinarias
2012;MAI;Maio;5;GASOLINA A;13907835,171091031;b;Brasil - refinarias
2012;JUN;Junho;6;GASOLINA A;13450337,42497525;b;Brasil - refinarias
2012;JUL;Julho;7;GASOLINA A;13775848,48348074;b;Brasil - refinarias
2012;AGO;Agosto;8;GASOLINA A;14281047,73979887;b;Brasil - refinarias
2012;SET;Setembro;9;GASOLINA A;13501662,362632591;b;Brasil - refinarias
2012;OUT;Outubro;10;GASOLINA A;13832474,4226876;b;Brasil - refinarias
2012;NOV;Novembro;11;GASOLINA A;13352332,76303987;b;Brasil - refinarias
2012;DEZ;Dezembro;12;GASOLINA A;14229145,3787141;b;Brasil - refinarias
2013;JAN;Janeiro;1;GASOLINA A;14498903,59282864;b;Brasil - refinarias
2013;FEV;Fevereiro;2;GASOLINA A;12465741,86407401;b;Brasil - refinarias
2013;MAR;Março;3;GASOLINA A;13951280,77570403;b;Brasil - refinarias
2013;ABR;Abril;4;GASOLINA A;14711129,22936368;b;Brasil - refinarias
2013;MAI;Maio;5;GASOLINA A;16020771,50354716;b;Brasil - refinarias
2013;JUN;Junho;6;GASOLINA A;15013427,00186659;b;Brasil - refinarias
2013;JUL;Julho;7;GASOLINA A;15971583,17660796;b;Brasil - refinarias
2013;AGO;Agosto;8;GASOLINA A;16022532,40504457;b;Brasil - refinarias
2013;SET;Setembro;9;GASOLINA A;15230117,95063531;b;Brasil - refinarias
2013;OUT;Outubro;10;GASOLINA A;16030866,59198887;b;Brasil - refinarias
2013;NOV;Novembro;11;GASOLINA A;15378204,35670191;b;Brasil - refinarias
2013;DEZ;Dezembro;12;GASOLINA A;14678120,68387228;b;Brasil - refinarias
2014;JAN;Janeiro;1;GASOLINA A;14627247,29796465;b;Brasil - refinarias
2014;FEV;Fevereiro;2;GASOLINA A;13844538,68081544;b;Brasil - refinarias
2014;MAR;Março;3;GASOLINA A;15129318,22293213;b;Brasil - refinarias
2014;ABR;Abril;4;GASOLINA A;14534001,61949185;b;Brasil - refinarias
2014;MAI;Maio;5;GASOLINA A;15281083,60176583;b;Brasil - refinarias
2014;JUN;Junho;6;GASOLINA A;15465746,45433614;b;Brasil - refinarias
2014;JUL;Julho;7;GASOLINA A;15631455,09026765;b;Brasil - refinarias
2014;AGO;Agosto;8;GASOLINA A;16187719,081093231;b;Brasil - refinarias
2014;SET;Setembro;9;GASOLINA A;15205475,30531023;b;Brasil - refinarias
2014;OUT;Outubro;10;GASOLINA A;15432828,34373292;b;Brasil - refinarias
2014;NOV;Novembro;11;GASOLINA A;15384090,96472167;b;Brasil - refinarias
2014;DEZ;Dezembro;12;GASOLINA A;14875173,01548629;b;Brasil - refinarias
2015;JAN;Janeiro;1;GASOLINA A;13744497,17712814;b;Brasil - refinarias
2015;FEV;Fevereiro;2;GASOLINA A;12744680,590517402;b;Brasil - refinarias
2015;MAR;Março;3;GASOLINA A;12323828,0196592;b;Brasil - refinarias
2015;ABR;Abril;4;GASOLINA A;12687528,53386328;b;Brasil - refinarias
2015;MAI;Maio;5;GASOLINA A;14327666,04408226;b;Brasil - refinarias
2015;JUN;Junho;6;GASOLINA A;13606021,7642766;b;Brasil - refinarias
2015;JUL;Julho;7;GASOLINA A;13926339,81098046;b;Brasil - refinarias
2015;AGO;Agosto;8;GASOLINA A;12572656,22427888;b;Brasil - refinarias
2015;SET;Setembro;9;GASOLINA A;13711411,6821012;b;Brasil - refinarias
2015;OUT;Outubro;10;GASOLINA A;14245167,6633195;b;Brasil - refinarias
2015;NOV;Novembro;11;GASOLINA A;13565699,26418214;b;Brasil - refinarias
2015;DEZ;Dezembro;12;GASOLINA A;14369888,04792729;b;Brasil - refinarias
2016;JAN;Janeiro;1;GASOLINA A;14131420,56300524;b;Brasil - refinarias
2016;FEV;Fevereiro;2;GASOLINA A;13503642,56464546;b;Brasil - refinarias
2016;MAR;Março;3;GASOLINA A;14420880,00304323;b;Brasil - refinarias
2016;ABR;Abril;4;GASOLINA A;14475454,5899065;b;Brasil - refinarias
2016;MAI;Maio;5;GASOLINA A;13914041,873831501;b;Brasil - refinarias
2016;JUN;Junho;6;GASOLINA A;13108847,56332089;b;Brasil - refinarias
2016;JUL;Julho;7;GASOLINA A;13965668,25063309;b;Brasil - refinarias
2016;AGO;Agosto;8;GASOLINA A;13275345,49492968;b;Brasil - refinarias
2016;SET;Setembro;9;GASOLINA A;13154423,30643754;b;Brasil - refinarias
2016;OUT;Outubro;10;GASOLINA A;14696496,061876401;b;Brasil - refinarias
2016;NOV;Novembro;11;GASOLINA A;13796358,38398608;b;Brasil - refinarias
2016;DEZ;Dezembro;12;GASOLINA A;14326896,18391788;b;Brasil - refinarias
2017;JAN;Janeiro;1;GASOLINA A;14089934,215337811;b;Brasil - refinarias
2017;FEV;Fevereiro;2;GASOLINA A;12939965,69308514;b;Brasil - refinarias
2017;MAR;Março;3;GASOLINA A;14945820,6708809;b;Brasil - refinarias
2017;ABR;Abril;4;GASOLINA A;14363549,02645385;b;Brasil - refinarias
2017;MAI;Maio;5;GASOLINA A;13181011,81141289;b;Brasil - refinarias
2017;JUN;Junho;6;GASOLINA A;13545459,41666915;b;Brasil - refinarias
2017;JUL;Julho;7;GASOLINA A;14977976,15460124;b;Brasil - refinarias
2017;AGO;Agosto;8;GASOLINA A;14055756,91622164;b;Brasil - refinarias
2017;SET;Setembro;9;GASOLINA A;13494198,44637951;b;Brasil - refinarias
2017;OUT;Outubro;10;GASOLINA A;13874103,7188669;b;Brasil - refinarias
2017;NOV;Novembro;11;GASOLINA A;12374446,40408981;b;Brasil - refinarias
2017;DEZ;Dezembro;12;GASOLINA A;13753439,58869944;b;Brasil - refinarias
2018;JAN;Janeiro;1;GASOLINA A;13196195,36243441;b;Brasil - refinarias
2018;FEV;Fevereiro;2;GASOLINA A;11912423,573675921;b;Brasil - refinarias
2018;MAR;Março;3;GASOLINA A;12164287,29092008;b;Brasil - refinarias
2018;ABR;Abril;4;GASOLINA A;12640952,15116354;b;Brasil - refinarias
2018;MAI;Maio;5;GASOLINA A;13283772,05402364;b;Brasil - refinarias
2018;JUN;Junho;6;GASOLINA A;12946932,88417309;b;Brasil - refinarias
2018;JUL;Julho;7;GASOLINA A;12661745,39502976;b;Brasil - refinarias
2018;AGO;Agosto;8;GASOLINA A;12065498,88720965;b;Brasil - refinarias
2018;SET;Setembro;9;GASOLINA A;12357099,69306214;b;Brasil - refinarias
2018;OUT;Outubro;10;GASOLINA A;12864017,482717521;b;Brasil - refinarias
2018;NOV;Novembro;11;GASOLINA A;11602772,57299631;b;Brasil - refinarias
2018;DEZ;Dezembro;12;GASOLINA A;12073293,63488911;b;Brasil - refinarias
2019;JAN;Janeiro;1;GASOLINA A;12322502,86361897;b;Brasil - refinarias
2019;FEV;Fevereiro;2;GASOLINA A;11968110,19894719;b;Brasil - refinarias
2019;MAR;Março;3;GASOLINA A;12600230,23555446;b;Brasil - refinarias
2019;ABR;Abril;4;GASOLINA A;12137144,30145437;b;Brasil - refinarias
2019;MAI;Maio;5;GASOLINA A;12199490,118397512;b;Brasil - refinarias
2019;JUN;Junho;6;GASOLINA A;12513026,65549443;b;Brasil - refinarias
2019;JUL;Julho;7;GASOLINA A;14028459,00873563;b;Brasil - refinarias
2019;AGO;Agosto;8;GASOLINA A;13825334,28069408;b;Brasil - refinarias
2019;SET;Setembro;9;GASOLINA A;12121714,057794841;b;Brasil - refinarias
2019;OUT;Outubro;10;GASOLINA A;12273101,695799181;b;Brasil - refinarias
2019;NOV;Novembro;11;GASOLINA A;11836160,8728083;b;Brasil - refinarias
2019;DEZ;Dezembro;12;GASOLINA A;12840431,44999472;b;Brasil - refinarias
2020;JAN;Janeiro;1;GASOLINA A;12340887,23605139;b;Brasil - refinarias
2020;FEV;Fevereiro;2;GASOLINA A;11676961,05806099;b;Brasil - refinarias
2020;MAR;Março;3;GASOLINA A;10934867,63731459;b;Brasil - refinarias
2020;ABR;Abril;4;GASOLINA A;7525501,279764781;b;Brasil - refinarias
2020;MAI;Maio;5;GASOLINA A;9981842,52603616;b;Brasil - refinarias
2020;JUN;Junho;6;GASOLINA A;10746149,146705331;b;Brasil - refinarias
2020;JUL;Julho;7;GASOLINA A;12114174,65753195;b;Brasil - refinarias
2020;AGO;Agosto;8;GASOLINA A;12574064,04100213;b;Brasil - refinarias
2020;SET;Setembro;9;GASOLINA A;12957592,87303052;b;Brasil - refinarias
2020;OUT;Outubro;10;GASOLINA A;12314775,69365815;b;Brasil - refinarias
2020;NOV;Novembro;11;GASOLINA A;12735880,63056298;b;Brasil - refinarias
2020;DEZ;Dezembro;12;GASOLINA A;13601415,824470941;b;Brasil - refinarias
2021;JAN;Janeiro;1;GASOLINA A;13492116,072693;b;Brasil - refinarias
2021;FEV;Fevereiro;2;GASOLINA A;12276237,65039955;b;Brasil - refinarias
2021;MAR;Março;3;GASOLINA A;11182838,3081083;b;Brasil - refinarias
2021;ABR;Abril;4;GASOLINA A;11196927,9856931;b;Brasil - refinarias
2021;MAI;Maio;5;GASOLINA A;13204626,29923613;b;Brasil - refinarias
2021;JUN;Junho;6;GASOLINA A;13426123,04652326;b;Brasil - refinarias
2021;JUL;Julho;7;GASOLINA A;13830017,67950989;b;Brasil - refinarias
2021;AGO;Agosto;8;GASOLINA A;13999306,31804815;b;Brasil - refinarias
2021;SET;Setembro;9;GASOLINA A;14613908,49160784;b;Brasil - refinarias
2021;OUT;Outubro;10;GASOLINA A;14491178,10146897;b;Brasil - refinarias
2021;NOV;Novembro;11;GASOLINA A;13996169,31304951;b;Brasil - refinarias
2021;DEZ;Dezembro;12;GASOLINA A;14069742,0949031;b;Brasil - refinarias
2022;JAN;Janeiro;1;GASOLINA A;14175853,83761311;b;Brasil - refinarias
2022;FEV;Fevereiro;2;GASOLINA A;12043790,22439603;b;Brasil - refinarias
2022;MAR;Março;3;GASOLINA A;14101035,729987811;b;Brasil - refinarias
2022;ABR;Abril;4;GASOLINA A;13814249,295664761;b;Brasil - refinarias
2022;MAI;Maio;5;GASOLINA A;13601413,72996421;b;Brasil - refinarias
2022;JUN;Junho;6;GASOLINA A;13516094,63358847;b;Brasil - refinarias
2022;JUL;Julho;7;GASOLINA A;13982252,24043073;b;Brasil - refinarias
2022;AGO;Agosto;8;GASOLINA A;14642254,14935384;b;Brasil - refinarias
2022;SET;Setembro;9;GASOLINA A;13591466,53382503;b;Brasil - refinarias
2022;OUT;Outubro;10;GASOLINA A;14193804,25089439;b;Brasil - refinarias
2022;NOV;Novembro;11;GASOLINA A;13224406,349058501;b;Brasil - refinarias
2022;DEZ;Dezembro;12;GASOLINA A;14794328,684928661;b;Brasil - refinarias
2023;JAN;Janeiro;1;GASOLINA A;14345969,68680333;b;Brasil - refinarias
2023;FEV;Fevereiro;2;GASOLINA A;13422291,60247195;b;Brasil - refinarias
2023;MAR;Março;3;GASOLINA A;14360567,02124304;b;Brasil - refinarias
2023;ABR;Abril;4;GASOLINA A;13598471,95437816;b;Brasil - refinarias
2023;MAI;Maio;5;GASOLINA A;14643810,00304525;b;Brasil - refinarias
2023;JUN;Junho;6;GASOLINA A;15270506,63211059;b;Brasil - refinarias
2023;JUL;Julho;7;GASOLINA A;15833835,36897722;b;Brasil - refinarias
2023;AGO;Agosto;8;GASOLINA A;16223835,22672152;b;Brasil - refinarias
2023;SET;Setembro;9;GASOLINA A;15690862,78600435;b;Brasil - refinarias
2023;OUT;Outubro;10;GASOLINA A;15260392,94470071;b;Brasil - refinarias
2023;NOV;Novembro;11;GASOLINA A;15011304,09035463;b;Brasil - refinarias
2023;DEZ;Dezembro;12;GASOLINA A;15777015,25704585;b;Brasil - refinarias
2024;JAN;Janeiro;1;GASOLINA A;16450954,56725366;b;Brasil - refinarias
2024;FEV;Fevereiro;2;GASOLINA A;13968748,257373512;b;Brasil - refinarias
2024;MAR;Março;3;GASOLINA A;14425939,05447148;b;Brasil - refinarias
2024;ABR;Abril;4;GASOLINA A;14478552,00055119;b;Brasil - refinarias
2024;MAI;Maio;5;GASOLINA A;15410894,260418711;b;Brasil - refinarias
2024;JUN;Junho;6;GASOLINA A;16181888,05612444;b;Brasil - refinarias
2024;JUL;Julho;7;GASOLINA A;16298132,41857243;b;Brasil - refinarias
2024;AGO;Agosto;8;GASOLINA A;16037228,84173064;b;Brasil - refinarias
2024;SET;Setembro;9;GASOLINA A;16268730,16709358;b;Brasil - refinarias
2024;OUT;Outubro;10;GASOLINA A;16423495,68466032;b;Brasil - refinarias
2024;NOV;Novembro;11;GASOLINA A;15690775,48344155;b;Brasil - refinarias
2024;DEZ;Dezembro;12;GASOLINA A;17146697,975562222;b;Brasil - refinarias
2025;JAN;Janeiro;1;GASOLINA A;16529597,18755965;b;Brasil - refinarias
2025;FEV;Fevereiro;2;GASOLINA A;14407419,91657;b;Brasil - refinarias
2025;MAR;Março;3;GASOLINA A;16258728,79682087;b;Brasil - refinarias
2025;ABR;Abril;4;GASOLINA A;15222717,52372437;b;Brasil - refinarias
2025;MAI;Maio;5;GASOLINA A;16484046,27661288;b;Brasil - refinarias
2025;JUN;Junho;6;GASOLINA A;15719574,88179114;b;Brasil - refinarias
2025;JUL;Julho;7;GASOLINA A;16327845,49359205;b;Brasil - refinarias
2025;AGO;Agosto;8;GASOLINA A;16748310,165577741;b;Brasil - refinarias
2025;SET;Setembro;9;GASOLINA A;15417586,33521726;b;Brasil - refinarias
2025;OUT;Outubro;10;GASOLINA A;15503158,79771942;b;Brasil - refinarias
2025;NOV;Novembro;11;GASOLINA A;14915368,44254932;b;Brasil - refinarias
2025;DEZ;Dezembro;12;GASOLINA A;16040050,85304448;b;Brasil - refinarias
2026;JAN;Janeiro;1;GASOLINA A;14155041,523042971;b;Brasil - refinarias
2026;FEV;Fevereiro;2;GASOLINA A;13211039,19452802;b;Brasil - refinarias
2026;MAR;Março;3;GASOLINA A;15686667,16824385;b;Brasil - refinarias
2026;ABR;Abril;4;GASOLINA A;15276548,277657041;b;Brasil - refinarias
2026;MAI;Maio;5;GASOLINA A;15196728,82761024;b;Brasil - refinarias
2026;JUN;Junho;6;GASOLINA A;14330629,27421022;b;Brasil - refinarias
2026;JUL;Julho;7;GASOLINA A;14156638,430324249;b;Brasil - refinarias
2026;AGO;Agosto;8;GASOLINA A;0,0;b;Brasil - refinarias
2026;SET;Setembro;9;GASOLINA A;0,0;b;Brasil - refinarias
2026;OUT;Outubro;10;GASOLINA A;0,0;b;Brasil - refinarias
2026;NOV;Novembro;11;GASOLINA A;0,0;b;Brasil - refinarias
2026;DEZ;Dezembro;12;GASOLINA A;0,0;b;Brasil - refinarias
2010;JAN;Janeiro;1;GLP;4232982,67871588;b;Brasil - refinarias
2010;FEV;Fevereiro;2;GLP;3739705,9648164804;b;Brasil - refinarias
2010;MAR;Março;3;GLP;3828526,9226118308;b;Brasil - refinarias
2010;ABR;Abril;4;GLP;3845189,0034866724;b;Brasil - refinarias
2010;MAI;Maio;5;GLP;4261934,578803542;b;Brasil - refinarias
2010;JUN;Junho;6;GLP;4040692,7657374474;b;Brasil - refinarias
2010;JUL;Julho;7;GLP;4266546,380614243;b;Brasil - refinarias
2010;AGO;Agosto;8;GLP;3843296,3217018163;b;Brasil - refinarias
2010;SET;Setembro;9;GLP;3717421,6518023675;b;Brasil - refinarias
2010;OUT;Outubro;10;GLP;3915012,172984613;b;Brasil - refinarias
2010;NOV;Novembro;11;GLP;4125394,285102343;b;Brasil - refinarias
2010;DEZ;Dezembro;12;GLP;4323504,9490097165;b;Brasil - refinarias
2011;JAN;Janeiro;1;GLP;4185155,160190329;b;Brasil - refinarias
2011;FEV;Fevereiro;2;GLP;3776311,4833018435;b;Brasil - refinarias
2011;MAR;Março;3;GLP;4084644,514341262;b;Brasil - refinarias
2011;ABR;Abril;4;GLP;3581324,2211095854;b;Brasil - refinarias
2011;MAI;Maio;5;GLP;4402652,8665756835;b;Brasil - refinarias
2011;JUN;Junho;6;GLP;4696699,5563099515;b;Brasil - refinarias
2011;JUL;Julho;7;GLP;4522810,517511104;b;Brasil - refinarias
2011;AGO;Agosto;8;GLP;3762960,312933219;b;Brasil - refinarias
2011;SET;Setembro;9;GLP;3976981,4607405146;b;Brasil - refinarias
2011;OUT;Outubro;10;GLP;4306955,375627132;b;Brasil - refinarias
2011;NOV;Novembro;11;GLP;4407051,47221718;b;Brasil - refinarias
2011;DEZ;Dezembro;12;GLP;4358441,865279388;b;Brasil - refinarias
2012;JAN;Janeiro;1;GLP;4394310,9992443165;b;Brasil - refinarias
2012;FEV;Fevereiro;2;GLP;4076634,7520551784;b;Brasil - refinarias
2012;MAR;Março;3;GLP;4399102,333178187;b;Brasil - refinarias
2012;ABR;Abril;4;GLP;4093833,048542124;b;Brasil - refinarias
2012;MAI;Maio;5;GLP;4892952,159914706;b;Brasil - refinarias
2012;JUN;Junho;6;GLP;4393661,426265252;b;Brasil - refinarias
2012;JUL;Julho;7;GLP;4614327,453067055;b;Brasil - refinarias
2012;AGO;Agosto;8;GLP;4415566,507648004;b;Brasil - refinarias
2012;SET;Setembro;9;GLP;4225209,426450677;b;Brasil - refinarias
2012;OUT;Outubro;10;GLP;4164592,279922316;b;Brasil - refinarias
2012;NOV;Novembro;11;GLP;4082404,551505061;b;Brasil - refinarias
2012;DEZ;Dezembro;12;GLP;4581040,640087357;b;Brasil - refinarias
2013;JAN;Janeiro;1;GLP;4361648,77274364;b;Brasil - refinarias
2013;FEV;Fevereiro;2;GLP;3800115,4475917565;b;Brasil - refinarias
2013;MAR;Março;3;GLP;4387670,361314945;b;Brasil - refinarias
2013;ABR;Abril;4;GLP;4476853,358745222;b;Brasil - refinarias
2013;MAI;Maio;5;GLP;4717971,986658922;b;Brasil - refinarias
2013;JUN;Junho;6;GLP;4141807,3310274463;b;Brasil - refinarias
2013;JUL;Julho;7;GLP;4264353,560962427;b;Brasil - refinarias
2013;AGO;Agosto;8;GLP;4258080,963132146;b;Brasil - refinarias
2013;SET;Setembro;9;GLP;3812812,15329394;b;Brasil - refinarias
2013;OUT;Outubro;10;GLP;4011954,5468017915;b;Brasil - refinarias
2013;NOV;Novembro;11;GLP;3932109,6723025274;b;Brasil - refinarias
2013;DEZ;Dezembro;12;GLP;3814249,5827481113;b;Brasil - refinarias
2014;JAN;Janeiro;1;GLP;3916228,6027872027;b;Brasil - refinarias
2014;FEV;Fevereiro;2;GLP;3234860,7160761966;b;Brasil - refinarias
2014;MAR;Março;3;GLP;4066627,45422017;b;Brasil - refinarias
2014;ABR;Abril;4;GLP;3820608,3416798273;b;Brasil - refinarias
2014;MAI;Maio;5;GLP;4217602,657030147;b;Brasil - refinarias
2014;JUN;Junho;6;GLP;4274669,625994083;b;Brasil - refinarias
2014;JUL;Julho;7;GLP;4170444,4288844564;b;Brasil - refinarias
2014;AGO;Agosto;8;GLP;4175650,461282524;b;Brasil - refinarias
2014;SET;Setembro;9;GLP;3930472,4838562654;b;Brasil - refinarias
2014;OUT;Outubro;10;GLP;4051205,5321596526;b;Brasil - refinarias
2014;NOV;Novembro;11;GLP;3875786,481725634;b;Brasil - refinarias
2014;DEZ;Dezembro;12;GLP;3933697,4554799963;b;Brasil - refinarias
2015;JAN;Janeiro;1;GLP;4004598,530995227;b;Brasil - refinarias
2015;FEV;Fevereiro;2;GLP;3739183,0792971784;b;Brasil - refinarias
2015;MAR;Março;3;GLP;4011227,4509340036;b;Brasil - refinarias
2015;ABR;Abril;4;GLP;3666381,8519559596;b;Brasil - refinarias
2015;MAI;Maio;5;GLP;3930963,793865391;b;Brasil - refinarias
2015;JUN;Junho;6;GLP;3895414,4377111136;b;Brasil - refinarias
2015;JUL;Julho;7;GLP;4151026,1621116437;b;Brasil - refinarias
2015;AGO;Agosto;8;GLP;3890634,704463919;b;Brasil - refinarias
2015;SET;Setembro;9;GLP;3926388,048322908;b;Brasil - refinarias
2015;OUT;Outubro;10;GLP;3861765,505418586;b;Brasil - refinarias
2015;NOV;Novembro;11;GLP;3681727,848111794;b;Brasil - refinarias
2015;DEZ;Dezembro;12;GLP;3951389,777135185;b;Brasil - refinarias
2016;JAN;Janeiro;1;GLP;3884945,803483544;b;Brasil - refinarias
2016;FEV;Fevereiro;2;GLP;3541579,0834592637;b;Brasil - refinarias
2016;MAR;Março;3;GLP;3978113,99976569;b;Brasil - refinarias
2016;ABR;Abril;4;GLP;4100833,9286766835;b;Brasil - refinarias
2016;MAI;Maio;5;GLP;3961473,3079804615;b;Brasil - refinarias
2016;JUN;Junho;6;GLP;3640979,064320699;b;Brasil - refinarias
2016;JUL;Julho;7;GLP;3605553,1815470965;b;Brasil - refinarias
2016;AGO;Agosto;8;GLP;4007060,5012626937;b;Brasil - refinarias
2016;SET;Setembro;9;GLP;4047796,8095270237;b;Brasil - refinarias
2016;OUT;Outubro;10;GLP;3991107,920641114;b;Brasil - refinarias
2016;NOV;Novembro;11;GLP;3683047,7602219298;b;Brasil - refinarias
2016;DEZ;Dezembro;12;GLP;3660097,4387378427;b;Brasil - refinarias
2017;JAN;Janeiro;1;GLP;3930503,8198577072;b;Brasil - refinarias
2017;FEV;Fevereiro;2;GLP;3603432,715439732;b;Brasil - refinarias
2017;MAR;Março;3;GLP;3671612,003485347;b;Brasil - refinarias
2017;ABR;Abril;4;GLP;3645954,5713874223;b;Brasil - refinarias
2017;MAI;Maio;5;GLP;3708209,2526787724;b;Brasil - refinarias
2017;JUN;Junho;6;GLP;3897171,9302069354;b;Brasil - refinarias
2017;JUL;Julho;7;GLP;4325205,884191204;b;Brasil - refinarias
2017;AGO;Agosto;8;GLP;4157816,1910048206;b;Brasil - refinarias
2017;SET;Setembro;9;GLP;3734125,5944588026;b;Brasil - refinarias
2017;OUT;Outubro;10;GLP;4200702,894329639;b;Brasil - refinarias
2017;NOV;Novembro;11;GLP;3748515,8551982534;b;Brasil - refinarias
2017;DEZ;Dezembro;12;GLP;4205485,131954495;b;Brasil - refinarias
2018;JAN;Janeiro;1;GLP;3745651,7579596173;b;Brasil - refinarias
2018;FEV;Fevereiro;2;GLP;3644007,8352576117;b;Brasil - refinarias
2018;MAR;Março;3;GLP;3904539,8404857963;b;Brasil - refinarias
2018;ABR;Abril;4;GLP;3829691,8813503645;b;Brasil - refinarias
2018;MAI;Maio;5;GLP;4032309,4068293665;b;Brasil - refinarias
2018;JUN;Junho;6;GLP;4079477,906054226;b;Brasil - refinarias
2018;JUL;Julho;7;GLP;4064817,8964940775;b;Brasil - refinarias
2018;AGO;Agosto;8;GLP;4052753,374216115;b;Brasil - refinarias
2018;SET;Setembro;9;GLP;3936111,6896813144;b;Brasil - refinarias
2018;OUT;Outubro;10;GLP;4073507,550810254;b;Brasil - refinarias
2018;NOV;Novembro;11;GLP;3799557,431736529;b;Brasil - refinarias
2018;DEZ;Dezembro;12;GLP;3606277,7937693917;b;Brasil - refinarias
2019;JAN;Janeiro;1;GLP;3755515,97118183;b;Brasil - refinarias
2019;FEV;Fevereiro;2;GLP;3382318,2493191794;b;Brasil - refinarias
2019;MAR;Março;3;GLP;3619503,0258030337;b;Brasil - refinarias
2019;ABR;Abril;4;GLP;3722471,4702687142;b;Brasil - refinarias
2019;MAI;Maio;5;GLP;3893040,392247971;b;Brasil - refinarias
2019;JUN;Junho;6;GLP;3650106,4534006827;b;Brasil - refinarias
2019;JUL;Julho;7;GLP;4464106,655969722;b;Brasil - refinarias
2019;AGO;Agosto;8;GLP;4291936,314857244;b;Brasil - refinarias
2019;SET;Setembro;9;GLP;3969994,061594699;b;Brasil - refinarias
2019;OUT;Outubro;10;GLP;3520348,5649210815;b;Brasil - refinarias
2019;NOV;Novembro;11;GLP;3638413,511488937;b;Brasil - refinarias
2019;DEZ;Dezembro;12;GLP;3850708,650386499;b;Brasil - refinarias
2020;JAN;Janeiro;1;GLP;3922483,080298333;b;Brasil - refinarias
2020;FEV;Fevereiro;2;GLP;3728129,78582625;b;Brasil - refinarias
2020;MAR;Março;3;GLP;3740732,2975441664;b;Brasil - refinarias
2020;ABR;Abril;4;GLP;3553792,9570854167;b;Brasil - refinarias
2020;MAI;Maio;5;GLP;3915130,839348333;b;Brasil - refinarias
2020;JUN;Junho;6;GLP;3811827,034092083;b;Brasil - refinarias
2020;JUL;Julho;7;GLP;4193046,7892679167;b;Brasil - refinarias
2020;AGO;Agosto;8;GLP;4176352,0952591663;b;Brasil - refinarias
2020;SET;Setembro;9;GLP;3838524,0756641664;b;Brasil - refinarias
2020;OUT;Outubro;10;GLP;3718300,86382125;b;Brasil - refinarias
2020;NOV;Novembro;11;GLP;3723450,7483099997;b;Brasil - refinarias
2020;DEZ;Dezembro;12;GLP;3582869,8713324997;b;Brasil - refinarias
2021;JAN;Janeiro;1;GLP;3578080,1126499996;b;Brasil - refinarias
2021;FEV;Fevereiro;2;GLP;3478291,0942422496;b;Brasil - refinarias
2021;MAR;Março;3;GLP;3635669,1914104163;b;Brasil - refinarias
2021;ABR;Abril;4;GLP;3352352,5964066666;b;Brasil - refinarias
2021;MAI;Maio;5;GLP;3270264,7760637496;b;Brasil - refinarias
2021;JUN;Junho;6;GLP;3580447,4284941666;b;Brasil - refinarias
2021;JUL;Julho;7;GLP;4333634,899526916;b;Brasil - refinarias
2021;AGO;Agosto;8;GLP;3926704,753733493;b;Brasil - refinarias
2021;SET;Setembro;9;GLP;4108892,88967497;b;Brasil - refinarias
2021;OUT;Outubro;10;GLP;4065130,3635959835;b;Brasil - refinarias
