codigo_ibge,codigo_tse,nome_municipio,codigo_meso,nome_meso,codigo_micro,nome_micro
3104502,40894,Arinos,1,Noroeste de Minas,1,Unaí
3108206,41637,Bonfinópolis de Minas,1,Noroeste de Minas,1,Unaí
3109303,41858,Buritis,1,Noroeste de Minas,1,Unaí
3109451,41785,Cabeceira Grande,1,Noroeste de Minas,1,Unaí
3122470,42048,Dom Bosco,1,Noroeste de Minas,1,Unaí
3126208,45233,Formoso,1,Noroeste de Minas,1,Unaí
3144375,41106,Natalândia,1,Noroeste de Minas,1,Unaí
3170404,54070,Unaí,1,Noroeste de Minas,1,Unaí
3170479,42463,Uruana de Minas,1,Noroeste de Minas,1,Unaí
3108552,40045,Brasilândia de Minas,1,Noroeste de Minas,2,Paracatu
3128600,45713,Guarda-Mor,1,Noroeste de Minas,2,Paracatu
3136306,47252,João Pinheiro,1,Noroeste de Minas,2,Paracatu
3137106,47414,Lagamar,1,Noroeste de Minas,2,Paracatu
3137536,40347,Lagoa Grande,1,Noroeste de Minas,2,Paracatu
3147006,49395,Paracatu,1,Noroeste de Minas,2,Paracatu
3153400,50679,Presidente Olegário,1,Noroeste de Minas,2,Paracatu
3161700,52337,São Gonçalo do Abaeté,1,Noroeste de Minas,2,Paracatu
3170750,42501,Varjão de Minas,1,Noroeste de Minas,2,Paracatu
3171006,54194,Vazante,1,Noroeste de Minas,2,Paracatu
3108255,41742,Bonito de Minas,2,Norte de Minas,3,Januária
3116159,41882,Chapada Gaúcha,2,Norte de Minas,3,Januária
3117836,41904,Cônego Marinho,2,Norte de Minas,3,Januária
3130051,40240,Icaraí de Minas,2,Norte de Minas,3,Januária
3132107,46418,Itacarambi,2,Norte de Minas,3,Januária
3135209,47031,Januária,2,Norte de Minas,3,Januária
3136959,40940,Juvenília,2,Norte de Minas,3,Januária
3139300,47856,Manga,2,Norte de Minas,3,Januária
3140852,40444,Matias Cardoso,2,Norte de Minas,3,Januária
3142254,41068,Miravânia,2,Norte de Minas,3,Januária
3142700,48534,Montalvânia,2,Norte de Minas,3,Januária
3149150,40541,Pedras de Maria da Cruz,2,Norte de Minas,3,Januária
3150570,41386,Pintópolis,2,Norte de Minas,3,Januária
3161106,52213,São Francisco,2,Norte de Minas,3,Januária
3162450,41602,São João das Missões,2,Norte de Minas,3,Januária
3170529,40886,Urucuia,2,Norte de Minas,3,Januária
3115474,41866,Catuti,2,Norte de Minas,4,Janaúba
3124302,44857,Espinosa,2,Norte de Minas,4,Janaúba
3127339,42102,Gameleiras,2,Norte de Minas,4,Janaúba
3135100,47015,Janaúba,2,Norte de Minas,4,Janaúba
3135050,40282,Jaíba,2,Norte de Minas,4,Janaúba
3139250,40401,Mamonas,2,Norte de Minas,4,Janaúba
3141009,48194,Mato Verde,2,Norte de Minas,4,Janaúba
3142908,48577,Monte Azul,2,Norte de Minas,4,Janaúba
3145059,41165,Nova Porteirinha,2,Norte de Minas,4,Janaúba
3146552,41289,Pai Pedro,2,Norte de Minas,4,Janaúba
3152204,50431,Porteirinha,2,Norte de Minas,4,Janaúba
3154507,50890,Riacho dos Machados,2,Norte de Minas,4,Janaúba
3166956,42382,Serranópolis de Minas,2,Norte de Minas,4,Janaúba
3106655,41726,Berizal,2,Norte de Minas,5,Salinas
3120870,42005,Curral de Dentro,2,Norte de Minas,5,Salinas
3122355,40126,Divisa Alegre,2,Norte de Minas,5,Salinas
3127073,42080,Fruta de Leite,2,Norte de Minas,5,Salinas
3130655,42242,Indaiabira,2,Norte de Minas,5,Salinas
3143450,40460,Montezuma,2,Norte de Minas,5,Salinas
3144656,41122,Ninheira,2,Norte de Minas,5,Salinas
3145372,41181,Novorizonte,2,Norte de Minas,5,Salinas
3155603,51110,Rio Pardo de Minas,2,Norte de Minas,5,Salinas
3156502,51292,Rubelita,2,Norte de Minas,5,Salinas
3157005,51390,Salinas,2,Norte de Minas,5,Salinas
3157377,41483,Santa Cruz de Salinas,2,Norte de Minas,5,Salinas
3160454,41521,Santo Antônio do Retiro,2,Norte de Minas,5,Salinas
3162708,52531,São João do Paraíso,2,Norte de Minas,5,Salinas
3168002,53597,Taiobeiras,2,Norte de Minas,5,Salinas
3170651,42480,Vargem Grande do Rio Pardo,2,Norte de Minas,5,Salinas
3101003,40193,Águas Vermelhas,2,Norte de Minas,5,Salinas
3109402,41874,Buritizeiro,2,Norte de Minas,6,Pirapora
3129608,45918,Ibiaí,2,Norte de Minas,6,Pirapora
3135605,47112,Jequitaí,2,Norte de Minas,6,Pirapora
3137304,47457,Lagoa dos Patos,2,Norte de Minas,6,Pirapora
3138104,47619,Lassance,2,Norte de Minas,6,Pirapora
3151206,50237,Pirapora,2,Norte de Minas,6,Pirapora
3154457,40606,Riachinho,2,Norte de Minas,6,Pirapora
3157609,51519,Santa Fé de Minas,2,Norte de Minas,6,Pirapora
3164209,52833,São Romão,2,Norte de Minas,6,Pirapora
3170800,54151,Várzea da Palma,2,Norte de Minas,6,Pirapora
3108602,41718,Brasília de Minas,2,Norte de Minas,7,Montes Claros
3111150,41807,Campo Azul,2,Norte de Minas,7,Montes Claros
3112703,42536,Capitão Enéas,2,Norte de Minas,7,Montes Claros
3116506,43290,Claro dos Poções,2,Norte de Minas,7,Montes Claros
3118809,43753,Coração de Jesus,2,Norte de Minas,7,Montes Claros
3126703,45330,Francisco Sá,2,Norte de Minas,7,Montes Claros
3127354,42129,Glaucilândia,2,Norte de Minas,7,Montes Claros
3129657,42200,Ibiracatu,2,Norte de Minas,7,Montes Claros
3135357,42269,Japonvar,2,Norte de Minas,7,Montes Claros
3136801,47350,Juramento,2,Norte de Minas,7,Montes Claros
3138658,40380,Lontra,2,Norte de Minas,7,Montes Claros
3138682,41009,Luislândia,2,Norte de Minas,7,Montes Claros
3142007,48399,Mirabela,2,Norte de Minas,7,Montes Claros
3143302,48658,Montes Claros,2,Norte de Minas,7,Montes Claros
3147956,41300,Patis,2,Norte de Minas,7,Montes Claros
3152131,41408,Ponto Chique,2,Norte de Minas,7,Montes Claros
3162252,40703,São João da Lagoa,2,Norte de Minas,7,Montes Claros
3162401,52477,São João da Ponte,2,Norte de Minas,7,Montes Claros
3162658,40762,São João do Pacuí,2,Norte de Minas,7,Montes Claros
3170008,53996,Ubaí,2,Norte de Minas,7,Montes Claros
3170909,54178,Varzelândia,2,Norte de Minas,7,Montes Claros
3171030,42528,Verdelândia,2,Norte de Minas,7,Montes Claros
3108503,41696,Botumirim,2,Norte de Minas,8,Grão Mogol
3120300,44059,Cristália,2,Norte de Minas,8,Grão Mogol
3127800,45551,Grão Mogol,2,Norte de Minas,8,Grão Mogol
3132008,46396,Itacambira,2,Norte de Minas,8,Grão Mogol
3136579,40924,Josenópolis,2,Norte de Minas,8,Grão Mogol
3146255,41262,Padre Carvalho,2,Norte de Minas,8,Grão Mogol
3107307,41459,Bocaiúva,2,Norte de Minas,9,Bocaiúva
3123809,44750,Engenheiro Navarro,2,Norte de Minas,9,Bocaiúva
3126604,45314,Francisco Dumont,2,Norte de Minas,9,Bocaiúva
3128253,42188,Guaraciama,2,Norte de Minas,9,Bocaiúva
3145455,41203,Olhos-d'Água,2,Norte de Minas,9,Bocaiúva
3120102,44016,Couto de Magalhães de Minas,3,Jequitinhonha,10,Diamantina
3121001,44199,Datas,3,Jequitinhonha,10,Diamantina
3121605,44318,Diamantina,3,Jequitinhonha,10,Diamantina
3125408,45071,Felício dos Santos,3,Jequitinhonha,10,Diamantina
3127602,45519,Gouveia,3,Jequitinhonha,10,Diamantina
3153301,50652,Presidente Kubitschek,3,Jequitinhonha,10,Diamantina
3165909,53171,Senador Modestino Gonçalves,3,Jequitinhonha,10,Diamantina
3125507,45098,São Gonçalo do Rio Preto,3,Jequitinhonha,10,Diamantina
3102852,41688,Angelândia,3,Jequitinhonha,11,Capelinha
3104452,41700,Aricanduva,3,Jequitinhonha,11,Capelinha
3106507,41297,Berilo,3,Jequitinhonha,11,Capelinha
3112307,42455,Capelinha,3,Jequitinhonha,11,Capelinha
3113503,42692,Carbonita,3,Jequitinhonha,11,Capelinha
3116100,43214,Chapada do Norte,3,Jequitinhonha,11,Capelinha
3126505,45292,Francisco Badaró,3,Jequitinhonha,11,Capelinha
3132503,46493,Itamarandiba,3,Jequitinhonha,11,Capelinha
3135456,42285,Jenipapo de Minas,3,Jequitinhonha,11,Capelinha
3136520,42307,José Gonçalves de Minas,3,Jequitinhonha,11,Capelinha
3138351,40967,Leme do Prado,3,Jequitinhonha,11,Capelinha
3141801,48356,Minas Novas,3,Jequitinhonha,11,Capelinha
3169703,53937,Turmalina,3,Jequitinhonha,11,Capelinha
3171071,42544,Veredinha,3,Jequitinhonha,11,Capelinha
3103405,40673,Araçuaí,3,Jequitinhonha,12,Araçuaí
3113008,42595,Caraí,3,Jequitinhonha,12,Araçuaí
3119500,43893,Coronel Murta,3,Jequitinhonha,12,Araçuaí
3134004,46795,Itinga,3,Jequitinhonha,12,Araçuaí
3145307,49050,Novo Cruzeiro,3,Jequitinhonha,12,Araçuaí
3146305,49255,Padre Paraíso,3,Jequitinhonha,12,Araçuaí
3152170,40584,Ponto dos Volantes,3,Jequitinhonha,12,Araçuaí
3171600,54330,Virgem da Lapa,3,Jequitinhonha,12,Araçuaí
3102704,40533,Cachoeira de Pajeú,3,Jequitinhonha,13,Pedra Azul
3117009,43397,Comercinho,3,Jequitinhonha,13,Pedra Azul
3133303,46655,Itaobim,3,Jequitinhonha,13,Pedra Azul
3141405,48275,Medina,3,Jequitinhonha,13,Pedra Azul
3148707,49735,Pedra Azul,3,Jequitinhonha,13,Pedra Azul
3101706,40339,Almenara,3,Jequitinhonha,14,Almenara
3105202,41033,Bandeira,3,Jequitinhonha,14,Almenara
3122454,40142,Divisópolis,3,Jequitinhonha,14,Almenara
3125606,45110,Felisburgo,3,Jequitinhonha,14,Almenara
3134707,46930,Jacinto,3,Jequitinhonha,14,Almenara
3135803,47155,Jequitinhonha,3,Jequitinhonha,14,Almenara
3136009,47198,Joaíma,3,Jequitinhonha,14,Almenara
3136504,47295,Jordânia,3,Jequitinhonha,14,Almenara
3140555,40428,Mata Verde,3,Jequitinhonha,14,Almenara
3143153,41084,Monte Formoso,3,Jequitinhonha,14,Almenara
3146750,40525,Palmópolis,3,Jequitinhonha,14,Almenara
3155108,51012,Rio do Prado,3,Jequitinhonha,14,Almenara
3156601,51314,Rubim,3,Jequitinhonha,14,Almenara
3157104,51411,Salto da Divisa,3,Jequitinhonha,14,Almenara
3158102,51616,Santa Maria do Salto,3,Jequitinhonha,14,Almenara
3160306,52051,Santo Antônio do Jacinto,3,Jequitinhonha,14,Almenara
3104700,40932,Ataléia,4,Vale do Mucuri,15,Teófilo Otoni
3115458,40100,Catuji,4,Vale do Mucuri,15,Teófilo Otoni
3126752,40223,Franciscópolis,4,Vale do Mucuri,15,Teófilo Otoni
3126802,45357,Frei Gaspar,4,Vale do Mucuri,15,Teófilo Otoni
3132305,46450,Itaipé,4,Vale do Mucuri,15,Teófilo Otoni
3137007,47392,Ladainha,4,Vale do Mucuri,15,Teófilo Otoni
3139201,47830,Malacacheta,4,Vale do Mucuri,15,Teófilo Otoni
3145356,40509,Novo Oriente de Minas,4,Vale do Mucuri,15,Teófilo Otoni
3146206,49239,Ouro Verde de Minas,4,Vale do Mucuri,15,Teófilo Otoni
3148509,49697,Pavão,4,Vale do Mucuri,15,Teófilo Otoni
3152402,50474,Poté,4,Vale do Mucuri,15,Teófilo Otoni
3165552,42404,Setubinha,4,Vale do Mucuri,15,Teófilo Otoni
3168606,53716,Teófilo Otoni,4,Vale do Mucuri,15,Teófilo Otoni
3106606,41319,Bertópolis,4,Vale do Mucuri,16,Nanuque
3113701,42730,Carlos Chagas,4,Vale do Mucuri,16,Nanuque
3120151,41963,Crisólita,4,Vale do Mucuri,16,Nanuque
3127057,49352,Fronteira dos Vales,4,Vale do Mucuri,16,Nanuque
3138906,47775,Machacalis,4,Vale do Mucuri,16,Nanuque
3144300,48852,Nanuque,4,Vale do Mucuri,16,Nanuque
3157658,41505,Santa Helena de Minas,4,Vale do Mucuri,16,Nanuque
3166709,53333,Serra dos Aimorés,4,Vale do Mucuri,16,Nanuque
3170305,54054,Umburatiba,4,Vale do Mucuri,16,Nanuque
3100906,40177,Águas Formosas,4,Vale do Mucuri,16,Nanuque
3109808,41955,Cachoeira Dourada,5,Triângulo Mineiro / Alto Paranaíba,17,Ituiutaba
3112604,42510,Capinópolis,5,Triângulo Mineiro / Alto Paranaíba,17,Ituiutaba
3129103,45810,Gurinhatã,5,Triângulo Mineiro / Alto Paranaíba,17,Ituiutaba
3131406,46272,Ipiaçu,5,Triângulo Mineiro / Alto Paranaíba,17,Ituiutaba
3134202,46833,Ituiutaba,5,Triângulo Mineiro / Alto Paranaíba,17,Ituiutaba
3159803,51950,Santa Vitória,5,Triângulo Mineiro / Alto Paranaíba,17,Ituiutaba
3103504,40690,Araguari,5,Triângulo Mineiro / Alto Paranaíba,18,Uberlândia
3103751,40029,Araporã,5,Triângulo Mineiro / Alto Paranaíba,18,Uberlândia
3111804,42358,Canápolis,5,Triângulo Mineiro / Alto Paranaíba,18,Uberlândia
3115003,42994,Cascalho Rico,5,Triângulo Mineiro / Alto Paranaíba,18,Uberlândia
3115805,43150,Centralina,5,Triângulo Mineiro / Alto Paranaíba,18,Uberlândia
3130705,46132,Indianópolis,5,Triângulo Mineiro / Alto Paranaíba,18,Uberlândia
3142809,48550,Monte Alegre de Minas,5,Triângulo Mineiro / Alto Paranaíba,18,Uberlândia
3152808,50555,Prata,5,Triângulo Mineiro / Alto Paranaíba,18,Uberlândia
3169604,53910,Tupaciguara,5,Triângulo Mineiro / Alto Paranaíba,18,Uberlândia
3170206,54038,Uberlândia,5,Triângulo Mineiro / Alto Paranaíba,18,Uberlândia
3100104,40010,Abadia dos Dourados,5,Triângulo Mineiro / Alto Paranaíba,19,Patrocínio
3119302,43850,Coromandel,5,Triângulo Mineiro / Alto Paranaíba,19,Patrocínio
3120706,44130,Cruzeiro da Fortaleza,5,Triângulo Mineiro / Alto Paranaíba,19,Patrocínio
3123502,44695,Douradoquara,5,Triângulo Mineiro / Alto Paranaíba,19,Patrocínio
3124807,44954,Estrela do Sul,5,Triângulo Mineiro / Alto Paranaíba,19,Patrocínio
3127909,45578,Grupiara,5,Triângulo Mineiro / Alto Paranaíba,19,Patrocínio
3131604,46310,Iraí de Minas,5,Triângulo Mineiro / Alto Paranaíba,19,Patrocínio
3143104,48615,Monte Carmelo,5,Triângulo Mineiro / Alto Paranaíba,19,Patrocínio
3148103,49611,Patrocínio,5,Triângulo Mineiro / Alto Paranaíba,19,Patrocínio
3156403,51276,Romaria,5,Triângulo Mineiro / Alto Paranaíba,19,Patrocínio
3166808,53350,Serra do Salitre,5,Triângulo Mineiro / Alto Paranaíba,19,Patrocínio
3103801,40754,Arapuá,5,Triângulo Mineiro / Alto Paranaíba,20,Patos de Minas
3114303,42854,Carmo do Paranaíba,5,Triângulo Mineiro / Alto Paranaíba,20,Patos de Minas
3128907,45772,Guimarânia,5,Triângulo Mineiro / Alto Paranaíba,20,Patos de Minas
3137502,47490,Lagoa Formosa,5,Triângulo Mineiro / Alto Paranaíba,20,Patos de Minas
3141207,48232,Matutina,5,Triângulo Mineiro / Alto Paranaíba,20,Patos de Minas
3148004,49590,Patos de Minas,5,Triângulo Mineiro / Alto Paranaíba,20,Patos de Minas
3155504,51098,Rio Paranaíba,5,Triângulo Mineiro / Alto Paranaíba,20,Patos de Minas
3159704,51934,Santa Rosa da Serra,5,Triângulo Mineiro / Alto Paranaíba,20,Patos de Minas
3162104,52418,São Gotardo,5,Triângulo Mineiro / Alto Paranaíba,20,Patos de Minas
3168903,53775,Tiros,5,Triângulo Mineiro / Alto Paranaíba,20,Patos de Minas
3111101,42218,Campina Verde,5,Triângulo Mineiro / Alto Paranaíba,21,Frutal
3114550,40088,Carneirinho,5,Triângulo Mineiro / Alto Paranaíba,21,Frutal
3116902,43370,Comendador Gomes,5,Triângulo Mineiro / Alto Paranaíba,21,Frutal
3127008,45390,Fronteira,5,Triângulo Mineiro / Alto Paranaíba,21,Frutal
3127107,45411,Frutal,5,Triângulo Mineiro / Alto Paranaíba,21,Frutal
3133402,46671,Itapagipe,5,Triângulo Mineiro / Alto Paranaíba,21,Frutal
3134400,46876,Iturama,5,Triângulo Mineiro / Alto Paranaíba,21,Frutal
3138625,40363,Limeira do Oeste,5,Triângulo Mineiro / Alto Paranaíba,21,Frutal
3150703,50130,Pirajuba,5,Triângulo Mineiro / Alto Paranaíba,21,Frutal
3151602,50318,Planura,5,Triângulo Mineiro / Alto Paranaíba,21,Frutal
3161304,52256,São Francisco de Sales,5,Triângulo Mineiro / Alto Paranaíba,21,Frutal
3170438,42447,União de Minas,5,Triângulo Mineiro / Alto Paranaíba,21,Frutal
3111408,42277,Campo Florido,5,Triângulo Mineiro / Alto Paranaíba,22,Uberaba
3117306,43451,Conceição das Alagoas,5,Triângulo Mineiro / Alto Paranaíba,22,Uberaba
3118205,43630,Conquista,5,Triângulo Mineiro / Alto Paranaíba,22,Uberaba
3121258,42021,Delta,5,Triângulo Mineiro / Alto Paranaíba,22,Uberaba
3170107,54011,Uberaba,5,Triângulo Mineiro / Alto Paranaíba,22,Uberaba
3171105,54232,Veríssimo,5,Triângulo Mineiro / Alto Paranaíba,22,Uberaba
3100708,40134,Água Comprida,5,Triângulo Mineiro / Alto Paranaíba,22,Uberaba
3104007,40797,Araxá,5,Triângulo Mineiro / Alto Paranaíba,23,Araxá
3111507,42293,Campos Altos,5,Triângulo Mineiro / Alto Paranaíba,23,Araxá
3129509,45896,Ibiá,5,Triângulo Mineiro / Alto Paranaíba,23,Araxá
3145000,48992,Nova Ponte,5,Triângulo Mineiro / Alto Paranaíba,23,Araxá
3149200,49832,Pedrinópolis,5,Triângulo Mineiro / Alto Paranaíba,23,Araxá
3149804,49956,Perdizes,5,Triângulo Mineiro / Alto Paranaíba,23,Araxá
3153004,50598,Pratinha,5,Triângulo Mineiro / Alto Paranaíba,23,Araxá
3156908,51373,Sacramento,5,Triângulo Mineiro / Alto Paranaíba,23,Araxá
3157708,51535,Santa Juliana,5,Triângulo Mineiro / Alto Paranaíba,23,Araxá
3168101,53619,Tapira,5,Triângulo Mineiro / Alto Paranaíba,23,Araxá
3100203,40037,Abaeté,6,Central Mineira,24,Três Marias
3107000,41394,Biquinhas,6,Central Mineira,24,Três Marias
3115607,43117,Cedro do Abaeté,6,Central Mineira,24,Três Marias
3143500,48690,Morada Nova de Minas,6,Central Mineira,24,Três Marias
3146404,49271,Paineiras,6,Central Mineira,24,Três Marias
3152006,50393,Pompéu,6,Central Mineira,24,Três Marias
3169356,41157,Três Marias,6,Central Mineira,24,Três Marias
3104809,40959,Augusto de Lima,6,Central Mineira,25,Curvelo
3109204,41831,Buenópolis,6,Central Mineira,25,Curvelo
3119104,43818,Corinto,6,Central Mineira,25,Curvelo
3120904,44172,Curvelo,6,Central Mineira,25,Curvelo
3125705,45136,Felixlândia,6,Central Mineira,25,Curvelo
3131109,46213,Inimutaba,6,Central Mineira,25,Curvelo
3136405,47279,Joaquim Felício,6,Central Mineira,25,Curvelo
3142502,48496,Monjolos,6,Central Mineira,25,Curvelo
3143609,48712,Morro da Garça,6,Central Mineira,25,Curvelo
3153202,50636,Presidente Juscelino,6,Central Mineira,25,Curvelo
3160603,52116,Santo Hipólito,6,Central Mineira,25,Curvelo
3103900,40770,Araújos,6,Central Mineira,26,Bom Despacho
3107406,41475,Bom Despacho,6,Central Mineira,26,Bom Despacho
3123205,44636,Dores do Indaiá,6,Central Mineira,26,Bom Despacho
3124708,44938,Estrela do Indaiá,6,Central Mineira,26,Bom Despacho
3135308,47058,Japaraíba,6,Central Mineira,26,Bom Despacho
3137205,47430,Lagoa da Prata,6,Central Mineira,26,Bom Despacho
3138302,47651,Leandro Ferreira,6,Central Mineira,26,Bom Despacho
3138807,47759,Luz,6,Central Mineira,26,Bom Despacho
3140506,48097,Martinho Campos,6,Central Mineira,26,Bom Despacho
3142403,48470,Moema,6,Central Mineira,26,Bom Despacho
3153707,50733,Quartel Geral,6,Central Mineira,26,Bom Despacho
3166600,53317,Serra da Saudade,6,Central Mineira,26,Bom Despacho
3103207,40630,Araçaí,7,Metropolitana de Belo Horizonte,27,Sete Lagoas
3105004,40991,Baldim,7,Metropolitana de Belo Horizonte,27,Sete Lagoas
3109600,41912,Cachoeira da Prata,7,Metropolitana de Belo Horizonte,27,Sete Lagoas
3109907,41971,Caetanópolis,7,Metropolitana de Belo Horizonte,27,Sete Lagoas
3112505,42498,Capim Branco,7,Metropolitana de Belo Horizonte,27,Sete Lagoas
3118908,43770,Cordisburgo,7,Metropolitana de Belo Horizonte,27,Sete Lagoas
3126406,45276,Fortuna de Minas,7,Metropolitana de Belo Horizonte,27,Sete Lagoas
3127206,45438,Funilândia,7,Metropolitana de Belo Horizonte,27,Sete Lagoas
3131000,46191,Inhaúma,7,Metropolitana de Belo Horizonte,27,Sete Lagoas
3134608,46914,Jaboticatubas,7,Metropolitana de Belo Horizonte,27,Sete Lagoas
3135704,47139,Jequitibá,7,Metropolitana de Belo Horizonte,27,Sete Lagoas
3139706,47937,Maravilhas,7,Metropolitana de Belo Horizonte,27,Sete Lagoas
3141108,48216,Matozinhos,7,Metropolitana de Belo Horizonte,27,Sete Lagoas
3146909,49379,Papagaios,7,Metropolitana de Belo Horizonte,27,Sete Lagoas
3147402,49476,Paraopeba,7,Metropolitana de Belo Horizonte,27,Sete Lagoas
3149606,49913,Pequi,7,Metropolitana de Belo Horizonte,27,Sete Lagoas
3153608,50717,Prudente de Morais,7,Metropolitana de Belo Horizonte,27,Sete Lagoas
3158508,51691,Santana de Pirapama,7,Metropolitana de Belo Horizonte,27,Sete Lagoas
3159001,51799,Santana do Riacho,7,Metropolitana de Belo Horizonte,27,Sete Lagoas
3167202,53430,Sete Lagoas,7,Metropolitana de Belo Horizonte,27,Sete Lagoas
3102407,40479,Alvorada de Minas,7,Metropolitana de Belo Horizonte,28,Conceição do Mato Dentro
3117504,43494,Conceição do Mato Dentro,7,Metropolitana de Belo Horizonte,28,Conceição do Mato Dentro
3118106,43613,Congonhas do Norte,7,Metropolitana de Belo Horizonte,28,Conceição do Mato Dentro
3122603,44512,Dom Joaquim,7,Metropolitana de Belo Horizonte,28,Conceição do Mato Dentro
3132800,46558,Itambé do Mato Dentro,7,Metropolitana de Belo Horizonte,28,Conceição do Mato Dentro
3143708,48739,Morro do Pilar,7,Metropolitana de Belo Horizonte,28,Conceição do Mato Dentro
3147501,49492,Passabém,7,Metropolitana de Belo Horizonte,28,Conceição do Mato Dentro
3156007,51195,Rio Vermelho,7,Metropolitana de Belo Horizonte,28,Conceição do Mato Dentro
3160207,52035,Santo Antônio do Itambé,7,Metropolitana de Belo Horizonte,28,Conceição do Mato Dentro
3160504,52094,Santo Antônio do Rio Abaixo,7,Metropolitana de Belo Horizonte,28,Conceição do Mato Dentro
3166501,53295,Serra Azul de Minas,7,Metropolitana de Belo Horizonte,28,Conceição do Mato Dentro
3167103,53414,Serro,7,Metropolitana de Belo Horizonte,28,Conceição do Mato Dentro
3164803,52957,São Sebastião do Rio Preto,7,Metropolitana de Belo Horizonte,28,Conceição do Mato Dentro
3126000,45195,Florestal,7,Metropolitana de Belo Horizonte,29,Pará de Minas
3145802,49158,Onça de Pitangui,7,Metropolitana de Belo Horizonte,29,Pará de Minas
3147105,49417,Pará de Minas,7,Metropolitana de Belo Horizonte,29,Pará de Minas
3151404,50270,Pitangui,7,Metropolitana de Belo Horizonte,29,Pará de Minas
3163102,52612,São José da Varginha,7,Metropolitana de Belo Horizonte,29,Pará de Minas
3106200,41238,Belo Horizonte,7,Metropolitana de Belo Horizonte,30,Belo Horizonte
3106705,41335,Betim,7,Metropolitana de Belo Horizonte,30,Belo Horizonte
3109006,41793,Brumadinho,7,Metropolitana de Belo Horizonte,30,Belo Horizonte
3110004,41998,Caeté,7,Metropolitana de Belo Horizonte,30,Belo Horizonte
3117876,41920,Confins,7,Metropolitana de Belo Horizonte,30,Belo Horizonte
