Discriminação;Dez/1997;Dez/1998;Dez/1999;Dez/2000;Dez/2001;Dez/2002;Dez/2003;Dez/2004;Dez/2005;Dez/2006;Dez/2007;Dez/2008;Dez/2009;Dez/2010;Dez/2011;Dez/2012;Dez/2013;Dez/2014;Dez/2015;Dez/2016;Dez/2017;Dez/2018;Dez/2019;Dez/2020;Dez/2021;Dez/2022;Dez/2023;Dez/2024;Dez/2025
4.3.01.2 Seguro Desemprego;0;0;0;0;0;0;0;0;0;0;0;0;50713.00375224876;51035.48513892667;54818.32514924227;58145.88035487738;63382.65157146446;72011.79349405976;68241.78618916594;61525.10498071602;59907.62515253347;55324.63730801444;55757.738677739886;56927.26465088407;46976.26829641337;48917.070362144426;54967.23812641753;57746.56861423481;59725.649249465714
4.3.01.2.1 d/q Seguro Defeso;0;0;0;0;0;0;0;0;0;0;0;0;2314.3067705878784;3009.833213433815;2935.0221600111518;3942.359694453926;3961.5444190302796;4691.963321903578;4968.115444941355;2369.3448721023115;3848.465040411768;3923.757546733357;4097.059283413489;4859.223163938261;5169.879901981007;4482.397811042599;4939.804664260224;4910.246074741429;5939.031980315207
4.3.02  Anistiados;0;0;0;0;0;0;0;0;0;0;0;0;331.497736353917;406.80224113877927;443.1112259287647;374.7833619411217;437.5200164230827;370.21453865991083;377.1847692604107;329.4054982243431;285.41058090265165;256.19636127186897;236.92760087640366;228.0369324537301;207.16278207907067;193.92075550649213;199.2609042215897;202.71221814424308;222.7447019532735
4.3.03  Apoio Fin. EE/MM;0;0;0;0;0;0;0;0;0;0;0;0;4802.243171661772;3276.779758327932;0;0;3069.9614066900417;2924.8452032105997;0;4705.665830504306;0;0;0;111758.5590819347;0;16706.338696217106;30830.533333321502;1907.802805565983;5892.4944484315965
4.3.04  Benefícios de Legislação Especial e Indenizações;0;0;0;0;0;0;0;0;0;0;0;0;0.44645306856801686;499.9773365528699;664.1738997963323;745.4815083683472;681.180501116718;694.5562270573326;1420.394908657976;877.1422118531675;902.1043354522456;935.8730570238947;1080.541143508807;911.5064347241951;829.9392959157465;833.2056720384369;824.4801000242325;885.2674870015445;962.9559079918159
4.3.05  Benefícios de Prestação Continuada da LOAS/RMV;0;0;7302.139182824634;9375.482532833932;11745.927503651666;13978.888908940353;15623.898838630457;24733.40451739858;28551.191031281753;34495.35287385891;40546.682137699994;43388.409307044596;48882.318910314156;55279.65088095846;58143.37817811364;64598.34794261059;69891.70240138221;74619.71593379191;75558.08722858521;79990.59333451197;84826.67205392981;85508.25973227328;87670.12862707383;89133.40450938791;88921.8821183535;94688.91975735531;106408.8002761502;122236.82812872167;133352.46524971482
4.3.05.1 Sentenças Judiciais e Precatórios de BPC/LOAS;0;0;0;0;0;0;0;0;0;0;0;0;0;658.0428828165317;762.795511656151;735.4457224188586;868.6078075924124;1258.8823245588749;1592.64304752199;1682.1321787159227;1651.9258368093438;1649.1128962611074;1832.8090905485235;1831.8785291163724;2214.1957213574465;2695.844007520928;4323.002071231945;5860.462453306709;6327.240899988943
4.3.06  Complemento para o FGTS (LC nº 110/01);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1723.1389520704477;29286.61755168454;9176.580452771346;8212.91975969869;7650.1033159485705;7778.726064936099;51.172109239967334;40.05739450337827;103.21661959176832;115.5973829124485;102.70490602412416;270.08267345913396
4.3.07  Créditos Extraordinários 16/;0;0;0;0;0;0;0;0;6513.511664359228;15691.59107604116;22535.96285880432;12663.215689940267;7232.6924570515475;21076.98969035012;11665.605978723486;6020.406888690068;13176.37695126264;7854.710008823671;10698.618179389963;6529.728612541061;1239.4809614971796;8625.121627668746;4952.250439766417;611825.2069241671;153542.84593409355;56421.31281031055;3193.1448965466398;28020.77796496407;6644.934572917747
4.3.08  Compensação ao RGPS pelas Desonerações da Folha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3802.3301577255543;18476.46769568373;34866.95151078066;45025.62144210445;28864.378947447334;21965.084265241578;20644.46494673335;14974.765678819502;13400.733143245121;9587.589183860633;3758.9355399148517;0;0;0
4.3.09  Fabricação de Cédulas e Moedas;0;0;1363.444878752768;1189.7689821405315;1170.0300697963019;867.9840444441078;968.1614612210562;1064.2697324070798;1061.8185141318313;1144.735819984716;1449.2245591594035;1614.534598290969;2277.778282792595;2010.9710615155725;2150.7107060537533;2184.1320097218186;2954.322939536415;1013.7436438996573;1298.1588230284706;1249.6634385982607;1350.5519639514373;1320.6892144874864;1361.0803829012666;1484.0469371599147;1295.8863095651623;1195.3112509259884;1265.178414454524;1318.399938221438;1195.8991432446342
4.3.10  FUNDEB (Complem. União);0;0;3352.2079904716693;2365.9440228782564;1978.7503059310873;1721.7810715784317;1176.890077673724;1581.595944518021;1334.9024305740015;947.020310808775;5756.097224814092;8558.491100010679;13068.102311204482;13149.846556608883;21560.39762773181;22672.161849595937;19108.71019323866;21078.438064778264;23837.881921098353;22380.416361179807;20659.272963617117;21099.76465904402;22943.020993930142;21401.200259740144;28879.73477537789;39575.278590096656;43146.79622375438;52406.64249520233;62745.419522368524
4.3.11  Fundo Constitucional DF (Custeio e Capital);0;0;0;0;0;0;0;0;1190.6107274510193;1193.0326847165327;1313.2289101628678;1279.996528041334;1359.4838418582667;1337.8113143734322;1564.6111933208288;1891.9813348073008;2303.2631044511654;2351.911573093706;12574.997185137376;1914.3716652748722;2301.035904980541;2428.3947735155816;2524.889351506573;2797.7068617290747;2811.0447330221036;2893.630235657809;4905.8421850713985;5299.4727404937985;5142.358580126754
4.3.12  Legislativo/Judiciário/MPU/DPU (Custeio e Capital);0;0;0;0;0;0;0;0;0;0;0;15233.463404193582;14182.222572397834;16354.258649353993;16116.884762071748;18042.758972527852;17819.264560757507;20151.850567118454;20897.77136430818;21192.639699738073;19000.84346420396;20323.670747391927;17944.623071213256;15823.880435600315;14376.913352037009;17964.587020626925;19903.899319484943;21478.315097282742;20760.80876639562
4.3.13  Lei Kandir (LC nº 87/96 e 102/00) e LC nº 176 de 2020;8782.470217038623;11839.175777518722;22129.21466663681;17813.205497940704;15689.815342053857;15973.520838690936;13814.441930266159;14153.070734552924;14665.311208454796;12824.998502080081;11117.70738055516;13937.228999262243;10062.406615885682;9521.40174399208;8900.407192817067;8436.523123456447;4003.5783748004783;7652.658303766015;6808.608988718521;9518.583982368064;6051.47322390871;2908.5554713578795;0;4292.585982936482;6429.3810764000855;4792.829342485349;4580.704451191697;4387.693676819402;4177.081947780501
4.3.14  Sentenças Judiciais e Precatórios (Custeio e Capital);0;0;0;0;0;0;0;0;2224.200339266316;3018.8058042023326;3524.6150234583474;4234.064206188357;4570.52351965781;5163.866917318238;5220.422081957152;6313.576055218396;6860.036691880989;9191.375639629181;16963.362934450262;16333.490084286412;16870.40955078597;21370.369367084924;22740.815097360497;32820.10248854867;24841.68883618452;20692.88913054425;81077.3847665964;38166.64442269445;44642.31674145449
4.3.15  Subsídios, Subvenções e Proagro;9610.978435740315;10905.922531351878;9300.061105216942;13482.881070013054;15388.701204009914;8261.332576465606;17788.030203921313;14243.171153546671;29633.232427970608;23186.56250084147;22077.121226174673;8971.247050841135;6764.335773622331;11739.53604842789;15486.718244198984;16764.246241452613;12290.630538111925;8434.974278948464;92770.98847320929;39829.3639617426;29433.886750359856;24012.999466191366;16673.1284916743;30321.5270109705;9835.861811092902;18484.81944241023;24837.3022268548;19666.065096569655;26705.623430291365
4.3.15.1 Operações Oficiais de Crédito e Reordenamento de Passivos;9610.978435740315;10905.922531351878;9300.061105216942;13482.881070013054;15388.701204009914;8261.332576465604;17680.320146206395;14047.894938190824;27149.48997455966;21787.51302896636;22137.182529780075;8890.718045617654;5997.035769222672;11826.111770002162;15529.665693449824;15415.220675790042;11530.310957152764;8595.710444388138;91084.87937777957;37905.666559765836;28662.48682224383;23869.276724889856;16318.874490683353;10422.98640566153;11648.415115447107;17085.655054169187;17062.324993806094;12865.734573138743;21574.956087978993
4.3.15.1.1 Equalização de custeio agropecuário;1077.9564746290507;1360.924597326329;798.5540891711413;577.9446825803025;790.1769803932152;757.1540234734979;1257.9309661631614;368.24209792220296;629.1169973324784;1006.4949289343683;2736.3355410538006;1206.6551730590134;518.8808602968035;1189.2576521400083;2109.4797354996426;2914.9595103921997;261.49931950548734;1244.0547164608445;8970.568753335843;3018.389876587642;3239.029205693249;1750.8814308453957;1691.357782050346;938.3809088351942;1077.5060132522678;2653.5118725643692;1808.6696581617746;648.5331801531393;2268.846611860102
4.1.15.1.2 Equalização de invest. rural e agroindustrial 4/;0;0;66.89976269383688;60.409347315858376;380.42003815618887;573.9722454390043;915.7110748149839;1153.1740772133903;826.5331337555428;1441.3860490966395;78.56635223795325;78.44680799363957;-224.9694434519114;-0.41467217317500626;56.144953595377174;146.41675754219895;685.9201687123567;138.42726949499294;4319.142979160944;4924.124380481884;3456.07840233496;2420.0109309660897;2325.5319346641704;1195.622745887544;3092.4384210304474;5290.319301878335;4006.778025328814;3033.019094811829;6039.4705634106085
