ano,mes,mes_nome,periodo,volume_produzido_brasil_barris,volume_importado_barris,dispendio_importacao_usd,custo_medio_importado_usd_bbl,custo_producao_brasil_usd_bbl,volume_total_proxy_consumo_barris,custo_medio_ponderado_usd_bbl,lucro_bruto_adicional_usd
2003,3,Março,2003-03,53923820.01641465,6267701.163866892,170831770.0,27.25588944553387,25.0,60191521.18028154,25.23490419624018,14139240.903327681
2003,4,Abril,2003-04,50765690.33345716,7514505.171031234,207047602.0,27.553058689503352,25.0,58280195.50448839,25.329185112681056,19184972.724219166
2003,5,Maio,2003-05,49440487.67177153,7277420.591547262,220913951.0,30.35607853373103,25.0,56717908.26331879,25.68723331668645,38978436.211318456
2003,6,Junho,2003-06,48146571.94999038,5942377.7218781365,150222327.0,25.27983477841274,25.0,54088949.67186851,25.03074350607905,1662883.95304658
2003,7,Julho,2003-07,50871927.73948383,6356551.404039534,148300279.0,23.33030437003254,25.0,57228479.143523365,24.814541531422307,-10613506.100988334
2003,8,Agosto,2003-08,50109109.11239977,5351529.260387877,150319868.0,28.08914250225082,25.0,55460638.37278765,25.298078727099803,16531636.490303084
2003,9,Setembro,2003-09,52753227.77778498,9156090.995648846,262511744.0,28.670722486785106,25.0,61909318.77343383,25.54288223121591,33609469.10877885
2003,10,Outubro,2003-10,52256690.23237425,10007625.54893861,272353512.0,27.214598574672422,25.0,62264315.78131286,25.355948234529325,22162873.276534762
2003,11,Novembro,2003-11,47110656.60648826,6645726.047523195,166533159.0,25.05868550842018,25.0,53756382.65401145,25.00725509777007,390007.81192012795
2003,12,Dezembro,2003-12,48024679.75670046,4194653.830521232,123370613.0,29.411393164872877,25.0,52219333.5872217,25.35435663318188,18504267.236969195
2004,1,Janeiro,2004-01,53297478.97428358,5587412.404585801,171062563.0,30.615703766488128,25.0,58884891.378869385,25.53285744697178,31377252.88535497
2004,2,Fevereiro,2004-02,51138700.0809456,3883263.236687976,121549614.0,31.300894786537654,25.0,55021963.31763358,25.44469574707014,24468033.082800604
2004,3,Março,2004-03,55801632.49012848,6978567.331127041,200701075.0,28.75963868755662,25.0,62780199.82125552,25.41791666475297,26236891.721823975
2004,4,Abril,2004-04,54468711.200282425,4108393.772233276,122717781.0,29.87001436653722,25.0,58577104.9725157,25.341565816602845,20007936.694168095
2004,5,Maio,2004-05,51809477.877140485,4416279.002128562,122957755.0,27.841935471182122,25.0,56225756.87926905,25.2232211826643,12550779.946785947
2004,6,Junho,2004-06,48476786.772544324,5222739.394074664,158357194.0,30.320715251398607,25.0,53699526.16661899,25.51748518342435,27788709.148133386
2004,7,Julho,2004-07,52404049.919605896,5247821.823531168,173430387.0,33.0480707676355,25.0,57651871.74313706,25.73258404514418,42234841.41172082
2004,8,Agosto,2004-08,51121010.7283337,5942706.980063341,204775186.0,34.45823371183908,25.0,57063717.70839704,25.984995611145493,56207511.49841649
2004,9,Setembro,2004-09,52426956.28928864,7146488.445205666,253509727.0,35.473327767019754,25.0,59573444.734494306,26.256390598251237,74847515.86985832
2004,10,Outubro,2004-10,55642586.039543696,10483574.86983114,472524749.0,45.072864444341114,25.0,66126160.90937483,28.182331687796317,210435377.2542215
2004,11,Novembro,2004-11,50791362.93347071,7743602.020027749,348992140.0,45.068449940658155,25.0,58534964.95349846,27.654859187543057,155402089.49930626
2004,12,Dezembro,2004-12,54493414.62317918,7109205.341721235,294267675.0,41.39248493401286,25.0,61602619.96490042,26.89176274521066,116537541.45696911
2005,1,Janeiro,2005-01,54653335.86475763,4729784.691584583,193774329.0,40.96895348001164,25.0,59383120.556342214,26.271905400099733,75529711.71038543
2005,2,Fevereiro,2005-02,47455998.21668249,4048868.8159562685,163844846.0,40.46682010400054,25.0,51504867.03263876,26.215868115170725,62623125.60109328
2005,3,Março,2005-03,54294650.13092774,4735245.684180095,201655711.0,42.586113678052286,25.0,59029895.81510784,26.410718547705528,83274568.89549762
2005,4,Abril,2005-04,49505934.57244191,4722208.264441038,185363976.0,39.25366388344613,25.0,54228142.83688295,26.241214724823553,67308769.38897406
2005,5,Maio,2005-05,53600978.71847048,7010173.61008295,345330542.0,49.26133947714224,25.0,60611152.32855342,27.80602158536763,170076201.74792624
2005,6,Junho,2005-06,50446024.72231191,8648749.991745658,402294364.0,46.51474078727545,25.0,59094774.714057565,28.14876594600325,186075614.20635852
2005,7,Julho,2005-07,56348900.167919755,3239173.62581544,159938477.0,49.37632108551655,25.0,59588073.79373519,26.325082878629907,78959136.354614
2005,8,Agosto,2005-08,56820169.48786511,11774142.288724491,653115655.0,55.47033821949445,25.0,68594311.7765896,30.230201870825226,358762097.7818877
2005,9,Setembro,2005-09,53985851.10941643,5855691.616903078,322632692.0,55.0972819450885,25.0,59841542.72631951,27.94511794897141,176240401.57742307
2005,10,Outubro,2005-10,56742424.3382358,4740847.947097146,262103723.0,55.28625383576959,25.0,61483272.28533295,27.335310385827068,143582524.32257134
2005,11,Novembro,2005-11,52223030.46467118,4721470.502605763,222479057.0,47.12071310775204,25.0,56944500.967276946,26.83410676467028,104442294.43485591
2005,12,Dezembro,2005-12,54161194.249122486,4468658.188088183,223338745.0,49.97892781223228,25.0,58629852.43721067,26.903847368835468,111622290.29779541
2006,1,Janeiro,2006-01,56438702.04266434,6745677.436599104,381687061.0,56.58246552512762,25.0,63184379.47926345,28.37180054375531,213045125.08502242
2006,2,Fevereiro,2006-02,50881561.285354346,5380416.310771259,279619624.0,51.969886315343096,25.0,56261977.5961256,27.57917020394092,145109216.23071855
2006,3,Março,2006-03,57641984.964713134,5897441.384899471,308739944.0,52.351507009554254,25.0,63539426.34961261,27.53864283397794,161303909.37751323
2006,4,Abril,2006-04,54740392.568789035,7400967.395740762,408038097.0,55.13307587800277,25.0,62141359.9645298,28.58881608374482,223013912.10648096
