reuniao,data,titulo,url_pdf,link,ident,n_caracteres,selic_antes,selic,delta_selic,decisao,voto,trecho,inflacao,cambio,fiscal,atividade,credito,externo,expectativas,guidance,credibilidade,pandemia,ano
223,2019-06-19,223ª Reunião,/content/copom/atascopom/Copom223-not20190619223.pdf,/publicacoes/atascopom/19062019,19062019,16577,6.5,6.5,0.0,manutenção,unânime,"decisão de política monetária adequada, tendo em vista a evolução do cenário básico e do balanço de riscos desde sua reunião em maio (222ª reunião). Todos concluíram pela manutenção da taxa Selic em 6,50% a.a. 22. O Comitê julga importante observar o comportamento da economia brasileira ao longo do tempo, com redução do grau de incerteza a que continua exposta. 23. Os membros do Co pom reafirmaram sua preferência…",36,5,4,14,0,3,14,0,0,0,2019
224,2019-07-31,224ª Reunião,/content/copom/atascopom/Copom224-not20190731224.pdf,/publicacoes/atascopom/31072019,31072019,18256,6.5,6.0,-0.5,corte,unânime,"decisão de política monetária adequada, tendo em vista a evolução do cenário básico e do balanço de riscos desde sua reunião em junho (223ª reunião). Todos concluíram pela redução da taxa Selic para 6,00% a.a. 25. O Copom debateu, então, a conveniência de oferecer alguma perspectiva sobre possíveis cenários para a política monetária. Decidiu comunicar sua avaliação de que a consolidação do cenário benigno para a…",32,5,6,12,1,5,14,0,0,0,2019
225,2019-09-18,225ª Reunião,/content/copom/atascopom/Copom225-not20190918225.pdf,/publicacoes/atascopom/18092019,18092019,17786,6.0,5.5,-0.5,corte,unânime,"decisão de política monetária adequada, tendo em vista a evolução do cenário básico e do balanço de riscos desde sua reunião em julho (224ª reunião). Todos concluíram pela redução da taxa Selic para 5,50% a.a. 23. O Copom debateu, então, a conveniência de oferecer alguma perspectiva sobre possíveis cenários para a política monetária. Decidiu comunicar sua avaliação de que a consolidação do cenário benigno para a…",39,8,3,12,1,8,10,0,0,0,2019
226,2019-10-30,226ª Reunião,/content/copom/atascopom/Copom226-not20191030226.pdf,/publicacoes/atascopom/30102019,30102019,17566,5.5,5.0,-0.5,corte,unânime,"decisão de política monetária adequada, tendo em vista a evolução do cenário básico e do balanço de riscos desde sua reunião em setembro (225ª reunião). Todos concluíram pela redução da taxa Selic para 5,00% a.a. 22. O Copom debateu, então, a conveniência de oferecer alguma perspectiva sobre possíveis cenários para a política monetária. Decidiu comunicar sua avaliação de que a consolidação do cenário benigno para a…",32,6,3,9,3,5,9,1,0,0,2019
227,2019-12-11,227ª Reunião,/content/copom/atascopom/Copom227-not20191211227.pdf,/publicacoes/atascopom/11122019,11122019,12351,5.0,4.5,-0.5,corte,unânime,"Decisão de política monetária 18. Considerando o cenário básico, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu, por unanimidade, pela redução da taxa básica de juros em 0,5 ponto percentual, para 4,50% a.a. O Comitê entende que essa decisão reflete seu cenário básico e balanço de riscos para a inflação prospectiva e é compatível com a convergência da inflação para a meta no…",19,5,0,5,5,3,4,0,0,0,2019
228,2020-02-05,228ª Reunião,/content/copom/atascopom/Copom228-not20200205228.pdf,/publicacoes/atascopom/05022020,5022020,12781,4.5,4.25,-0.25,corte,unânime,"Decisão de política monetária 20. Considerando o cenário básico, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu, por unanimidade, pela redução da taxa básica de juros em 0,25 ponto percentual, para 4,25% a.a. O Comitê entende que essa decisão reflete seu cenário básico e balanço de riscos para a inflação prospectiva e é compatível com a convergência da inflação para a meta no…",21,4,0,4,4,4,6,0,0,1,2020
229,2020-03-18,229ª Reunião,/content/copom/atascopom/Copom229-not20200318229.pdf,/publicacoes/atascopom/18032020,18032020,11657,4.25,3.75,-0.5,corte,unânime,"Decisão de política monetária 20. Considerando o cenário básico, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu, por unanimidade, reduzir a taxa básica de juros em 0,5 ponto percentual, para 3,75% a.a. O Comitê entende que essa decisão reflete seu cenário básico e um balanço de riscos de variância maior do que a usual para a inflação prospectiva e é compatív el com a convergência…",14,3,0,5,0,7,1,0,0,13,2020
230,2020-05-06,230ª Reunião,/content/copom/atascopom/Copom230-not20200506230.pdf,/publicacoes/atascopom/06052020,6052020,12953,3.75,3.0,-0.75,corte,unânime,"Decisão de política monetária 20. Considerando o cenário básico, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu, por unanimidade, reduzir a taxa básica de juros em 0, 75 ponto percentual, para 3, 00% a.a. O Comitê entende que essa decisão reflete seu cenár io básico e um balanço de riscos de variância maior do que a usual para a inflação prospectiva e é compatível com a…",15,3,10,4,0,3,5,1,0,12,2020
231,2020-06-17,231ª Reunião,/content/copom/atascopom/Copom231-not20200617231.pdf,/publicacoes/atascopom/17062020,17062020,12043,3.0,2.25,-0.75,corte,unânime,"Decisão de política monetária 17. Considerando o cenário básico, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu, por unanimidade, reduzir a taxa básica de juros em 0, 75 ponto percentual, para 2,25% a.a. O Comitê entende que essa decisão reflete seu cenár io básico e um balanço de riscos de variância maior do que a usual para a inflação prospectiva e é compatível com a…",17,3,8,7,2,1,6,0,0,15,2020
232,2020-08-05,"232ª Reunião - 4-5 agosto, 2020",/content/copom/atascopom/Copom232-not20200805232.pdf,/publicacoes/atascopom/05082020,5082020,14751,2.25,2.0,-0.25,corte,unânime,"Decisão de política monetária 20. Considerando o cenário básico, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu, por unanimidade, reduzir a taxa básica de juros em 0,25 ponto percentual, para 2,00% a.a. O Comitê entende que essa decisão reflete seu cenário básico e um balanço de riscos de variância maior do que a usual para a inflação prospectiva e é compatível com a convergência…",30,4,7,9,2,2,10,1,0,10,2020
233,2020-09-16,"233ª Reunião - 15-16 setembro, 2020",/content/copom/atascopom/Copom233-not20200916233.pdf,/publicacoes/atascopom/16092020,16092020,14559,2.0,2.0,0.0,manutenção,unânime,"Decisão de política monetária 20. Considerando o cenário básico, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu, por unanimidade, manter a taxa básica de juros em 2,00% a.a. O Comitê entende que essa decisão reflete seu cenário básico e um balanço de riscos de variância maior do que a usual para a inflação prospectiva e é compatível com a convergência da inflação para a meta no…",31,3,7,10,2,1,11,3,0,11,2020
234,2020-10-28,"234ª Reunião - 27-28 outubro, 2020",/content/copom/atascopom/Copom234-not20201028234.pdf,/publicacoes/atascopom/28102020,28102020,13118,2.0,2.0,0.0,manutenção,unânime,"Decisão de política monetária 19. Considerando o cenário básico, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu, por unanimidade, manter a taxa básica de juros em 2,00% a.a. O Comitê entende que essa decisão reflete seu cenário básico e um balanço de riscos de variância maior do que a usual para a inflação prospectiva e é compatível com a convergência da inflação para a meta no…",25,4,8,7,0,2,5,6,0,8,2020
235,2020-12-09,"235ª Reunião - 8-9 dezembro, 2020",/content/copom/atascopom/Copom235-not20201209235.pdf,/publicacoes/atascopom/09122020,9122020,13034,2.0,2.0,0.0,manutenção,unânime,"Decisão de política monetária 18. Considerando o cenário básico, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu, por unanimidade, manter a taxa básica de juros em 2,00% a.a. O Comitê entende que essa decisão reflete seu cenário básico e um balanço de riscos de variância maior do que a usual para a inflação prospectiva e é compatível com a convergência da inflação para a meta no…",33,3,8,10,0,1,10,9,0,9,2020
236,2021-01-20,"236ª Reunião - 19-20 janeiro, 2021",/content/copom/atascopom/Copom236-not20210120236.pdf,/publicacoes/atascopom/20012021,20012021,12729,2.0,2.0,0.0,manutenção,unânime,"Decisão de política monetária 17. Considerando o cenário básico, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu, por unanimidade, manter a taxa básica de juros em 2,00% a.a. O Comitê entende que essa decisão reflete seu cenário básico e um balanço de riscos de variância maior do que a usual para a inflação prospectiva e é compatível com a convergência da inflação para a meta no…",27,2,4,10,0,2,5,5,0,11,2021
237,2021-03-17,"237ª Reunião - 16-17 março, 2021",/content/copom/atascopom/Copom237-not20210317237.pdf,/publicacoes/atascopom/17032021,17032021,13605,2.0,2.75,0.75,alta,unânime,"Decisão de política monetária 18. Considerando o cenário básico, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu, por unanimidade, elevar a taxa básica de juros em 0,75 ponto percentual, para 2,75% a.a. O Comitê entende que essa decisão reflete seu cenário básico e um balanço de riscos de variância maior do que a usual para a inflação prospectiva e é compatível com a convergência…",27,2,2,10,0,2,10,0,0,9,2021
238,2021-05-05,"238ª Reunião - 4-5 maio, 2021",/content/copom/atascopom/Copom238-not20210505238.pdf,/publicacoes/atascopom/05052021,5052021,10507,2.75,3.5,0.75,alta,unânime,"Decisão de política monetária 16. Considerando o cenário básico, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu, por unanimidade, elevar a taxa básica de juros em 0,75 ponto percentual, para 3,50% a.a. O Comitê entende que essa decisão reflete seu cenário básico e um balanço de riscos de variância maior do que a usual para a inflação prospectiva e é compatível com a convergência…",24,2,2,11,0,2,3,0,0,7,2021
239,2021-06-16,"239ª Reunião - 15-16 junho, 2021",/content/copom/atascopom/Copom239-not20210616239.pdf,/publicacoes/atascopom/16062021,16062021,12450,3.5,4.25,0.75,alta,unânime,"Decisão de política monetária 18. Considerando o cenário básico, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu, por unanimidade, elevar a taxa básica de juros em 0,75 ponto percentual, para 4,25% a.a. O Comitê entende que essa decisão reflete seu cenário básico e um balanço de riscos de variância maior do que a usual para a inflação prospectiva e é compatível com a convergência…",32,3,2,8,0,2,3,0,0,4,2021
240,2021-08-04,"240ª Reunião - 3-4 agosto, 2021",/content/copom/atascopom/Copom240-not20210804240.pdf,/publicacoes/atascopom/04082021,4082021,11957,4.25,5.25,1.0,alta,unânime,"Decisão de política monetária 18. Considerando o cenário básico, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu, por unanimidade, elevar a taxa básica de juros em 1,00 ponto percentual, para 5,25% a.a. O Comitê entende que essa decisão reflete seu cenário básico e um balanço de riscos de variância maior do que a usual para a inflação prospectiva e é compatível com a convergência…",32,4,2,5,0,3,9,0,0,4,2021
241,2021-09-22,"241ª Reunião - 21-22 setembro, 2021",/content/copom/atascopom/Copom241-not20210922241.pdf,/publicacoes/atascopom/22092021,22092021,11904,5.25,6.25,1.0,alta,unânime,"Decisão de política monetária 16. Considerando o cenário básico, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu, por unanimidade, elevar a taxa básica de juros em 1,00 ponto percentual, para 6,25% a.a. O Comitê entende que essa decisão reflete seu cenário básico e um balanço de riscos de variância maior do que a usual para a inflação prospectiva e é compatível com a convergência…",22,5,2,9,0,4,3,0,0,5,2021
242,2021-10-27,"242ª Reunião - 26-27 outubro, 2021",/content/copom/atascopom/Copom242-not20211027242.pdf,/publicacoes/atascopom/27102021,27102021,11304,6.25,7.75,1.5,alta,unânime,"Decisão de política monetária 16. Considerando o cenário básico, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu, por unanimidade, elevar a taxa básica de juros em 1,50 ponto percentual, para 7,75% a.a. O Comitê entende que essa decisão reflete seu cenário básico e um balanço de riscos de variância maior do que a usual para a inflação prospectiva e é compatível com a convergência…",27,4,6,6,0,4,9,0,0,2,2021
243,2021-12-08,"243ª Reunião - 7-8 dezembro, 2021",/content/copom/atascopom/Copom243-not20211208243.pdf,/publicacoes/atascopom/08122021,8122021,10963,7.75,9.25,1.5,alta,unânime,"Decisão de política monetária 16. Considerando o cenário básico, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu, por unanimidade, elevar a taxa básica de juros em 1,50 ponto percentual, para 9,25% a.a. O Comitê entende que essa decisão reflete seu cenário básico e um balanço de riscos de variância maior do que a usual para a inflação prospectiva e é compatível com a convergência…",25,3,6,9,0,4,15,0,0,3,2021
244,2022-02-02,"244ª Reunião - 1-2 fevereiro, 2022",/content/copom/atascopom/Copom244-not20220202244.pdf,/publicacoes/atascopom/02022022,2022022,11885,9.25,10.75,1.5,alta,unânime,"Decisão de política monetária 18. Considerando o cenário de referência, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu, por unanimidade, elevar a taxa básica de juros em 1,50 ponto percentual, para 10,75% a.a. O Comitê entende que essa decisão reflete seu cenário de referência e um balanço de riscos de variância maior do que a usual para a inflação prospectiva e é compatível com…",28,3,6,6,0,4,15,1,0,1,2022
245,2022-03-16,"245ª Reunião - 15-16 março, 2022",/content/copom/atascopom/Copom245-not20220316245.pdf,/publicacoes/atascopom/16032022,16032022,15103,10.75,11.75,1.0,alta,unânime,"Decisão de política monetária 21. Considerando os cenários avaliados, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu, por unanimidade, elevar a taxa básica de juros em 1,00 ponto percentual, para 11,75% a.a. O Comitê entende que essa decisão reflete a incerteza ao redor de seus cenários e um balanço de riscos com variância ainda maior do que a usual para a inflação prospectiva, e…",32,2,5,6,0,5,15,0,0,0,2022
246,2022-05-04,"246ª Reunião - 3-4 maio, 2022",/content/copom/atascopom/Copom246-not20220504246.pdf,/publicacoes/atascopom/04052022,4052022,13348,11.75,12.75,1.0,alta,unânime,"Decisão de política monetária 17. Considerando os cenários avaliados, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu, por unanimidade, elevar a taxa básica de juros em 1,00 ponto percentual, para 12,75% a.a. O Comitê entende que essa decisão reflete a incerteza ao redor de seus cenários e um balanço de riscos com variância ainda maior do que a usual para a inflação prospectiva, e…",27,2,7,4,0,8,14,1,0,4,2022
247,2022-06-15,"247ª Reunião - 14-15 junho, 2022",/content/copom/atascopom/Copom247-not20220615247.pdf,/publicacoes/atascopom/15062022,15062022,14654,12.75,13.25,0.5,alta,unânime,"Decisão de política monetária 19. Considerando os cenários avaliados, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu, por unanimidade, elevar a taxa básica de juros em 0,50 ponto percentual, para 13,25% a.a. O Comitê entende que essa decisão reflete a incerteza ao redor de seus cenários e um balanço de riscos com variância ainda maior do que a usual para a inflação prospectiva, e…",29,2,6,9,0,9,12,1,0,6,2022
248,2022-08-03,"248ª Reunião - 2-3 agosto, 2022",/content/copom/atascopom/Copom248-not20220803248.pdf,/publicacoes/atascopom/03082022,3082022,17269,13.25,13.75,0.5,alta,unânime,"decisão de política monetária. 15. A projeção da inflação de doze meses no primeiro trimestre de 2024, que incorpora os efeitos secundários das alterações tributárias, assim como efeitos acumulados da manutenção da taxa de juros em patamar significativamente contracionista, é compatível com a estratégia de convergência da inflação para o redor da meta ao longo do horizonte relevante. O Comitê notou que a projeção…",33,2,5,11,0,8,14,0,0,5,2022
249,2022-09-21,"249ª Reunião - 20-21 setembro, 2022",/content/copom/atascopom/Copom249-not20220921249.pdf,/publicacoes/atascopom/21092022,21092022,17737,13.75,13.75,0.0,manutenção,7 a 2,"Decisão de política monetária 22. Considerando os cenários avaliados, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu manter a taxa básica de juros em 13,75% a.a. O Comitê entende que essa decisão reflete a incerteza ao redor de seus cenários e um balanço de riscos com variância ainda maior do que a usual para a inflação prospectiva, e é compatível com a estratégia de convergência…",41,3,6,17,2,5,19,0,1,1,2022
250,2022-10-26,"250ª Reunião - 25-26 outubro, 2022",/content/copom/atascopom/Copom250-not20221026250.pdf,/publicacoes/atascopom/26102022,26102022,15800,13.75,13.75,0.0,manutenção,unânime,"Decisão de política monetária 19. Considerando os cenários avaliados, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu manter a taxa básica de juros em 13,75% a.a. O Comitê entende que essa decisão reflete a incerteza ao redor de seus cenários e um balanço de riscos com variância ainda maior do que a usual para a inflação prospectiva, e é compatível com a estratégia de convergência…",33,3,6,11,5,4,15,0,0,2,2022
251,2022-12-07,"251ª Reunião - 6-7 dezembro, 2022",/content/copom/atascopom/Copom251-not20221207251.pdf,/publicacoes/atascopom/07122022,7122022,18092,13.75,13.75,0.0,manutenção,unânime,"Decisão de política monetária 21. Considerando os cenários avaliados, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu manter a taxa básica de juros em 13,75% a.a. O Comitê entende que essa decisão reflete a incerteza ao redor de seus cenários e um balanço de riscos com variância ainda maior do que a usual para a inflação prospectiva, e é compatível com a estratégia de convergência…",46,2,13,14,2,5,17,0,0,1,2022
252,2023-02-01,"252ª Reunião - 31 janeiro - 1 fevereiro, 2023",/content/copom/atascopom/Copom252-not20230201252.pdf,/publicacoes/atascopom/01022023,1022023,21299,13.75,13.75,0.0,manutenção,unânime,"Decisão de política monetária 30. Considerando os cenários avaliados, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu manter a taxa básica de juros em 13,75% a.a. O Comitê entende que essa decisão reflete a incerteza ao redor de seus cenários e um balanço de riscos com variância ainda maior do que a usual para a inflação prospectiva, e é compatível com a estratégia de convergência…",51,2,15,18,2,4,24,0,0,3,2023
253,2023-03-22,"253ª Reunião - 21-22 março, 2023",/content/copom/atascopom/Copom253-not20230322253.pdf,/publicacoes/atascopom/22032023,22032023,22243,13.75,13.75,0.0,manutenção,unânime,"Decisão de política monetária 26. Considerando os cenários avaliados, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu manter a taxa básica de juros em 13,75% a.a. O Comitê entende que essa decisão é compatível com a estratégia de convergência da inflação para o redor da meta ao longo do horizonte relevante, que inclui os anos de 2023 e, em grau maior, de 2024. Sem prejuízo de seu…",60,3,13,12,9,3,31,1,1,2,2023
254,2023-05-03,"254ª Reunião - 2-3 maio, 2023",/content/copom/atascopom/Copom254-not20230503254.pdf,/publicacoes/atascopom/03052023,3052023,20460,13.75,13.75,0.0,manutenção,unânime,"Decisão de política monetária 21. Considerando os cenários avaliados, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu manter a taxa básica de juros em 13,75% a.a. O Comitê entende que essa decisão é compatível com a estratégia de convergência da inflação para o redor da meta ao longo do horizonte relevante, que inclui o ano de 2024. Sem prejuízo de seu objetivo fundamental de…",56,3,19,14,9,3,29,1,0,0,2023
255,2023-06-21,"255ª Reunião - 20-21 junho, 2023",/content/copom/atascopom/Copom255-not20230621255.pdf,/publicacoes/atascopom/21062023,21062023,19767,13.75,13.75,0.0,manutenção,unânime,"Decisão de política monetária 21. Considerando os cenários avaliados, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu manter a taxa básica de juros em 13,75% a.a. e entende que essa decisão é compatível com a estratégia de convergência da inflação para o redor da meta ao longo do horizonte relevante, que inclui o ano de 2024. Sem prejuízo de seu objetivo fundamental de assegurar a…",52,4,11,17,5,4,34,2,1,1,2023
256,2023-08-02,"256ª Reunião - 1-2 agosto, 2023",/content/copom/atascopom/Copom256-not20230802256.pdf,/publicacoes/atascopom/02082023,2082023,23580,13.75,13.25,-0.5,corte,5 a 4,"Decisão de política monetária 20. Considerando os cenários avaliados, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu reduzir a taxa básica de juros em 0,50 ponto percentual, para 13,25% a.a., e entende que essa decisão é compatível com a estratégia de convergência da inflação para o redor da meta ao longo do horizonte relevante, que inclui o ano de 2024 e, em grau menor, o de…",68,5,9,28,2,6,38,2,5,2,2023
257,2023-09-20,"257ª Reunião - 19-20 setembro, 2023",/content/copom/atascopom/Copom257-not20230920257.pdf,/publicacoes/atascopom/20092023,20092023,22910,13.25,12.75,-0.5,corte,unânime,"Decisão de política monetária 24. Considerando a evolução do processo de desinflação, os cenários avaliados, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu reduzir a taxa básica de juros em 0,50 ponto percentual, para 12,75% a.a., e entende que essa decisão é compatível com a estratégia de convergência da inflação para o redor da meta ao longo do horizonte relevante, que inclui o…",59,3,7,30,3,7,25,0,3,1,2023
258,2023-11-01,"258ª Reunião - 31 outubro - 1 novembro, 2023",/content/copom/atascopom/Copom258-not20231101258.pdf,/publicacoes/atascopom/01112023,1112023,21468,12.75,12.25,-0.5,corte,unânime,"Decisão de política monetária 25. Considerando a evolução do processo de desinflação, os cenários avaliados, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu reduzir a taxa básica de juros em 0,50 ponto percentual, para 12,25% a.a., e entende que essa decisão é compatível com a estratégia de convergência da inflação para o redor da meta ao longo do horizonte relevante, que inclui o…",51,8,6,19,6,8,22,0,2,0,2023
259,2023-12-13,"259ª Reunião - 12-13 dezembro, 2023",/content/copom/atascopom/Copom259-not20231213259.pdf,/publicacoes/atascopom/13122023,13122023,17787,12.25,11.75,-0.5,corte,unânime,"Decisão de política monetária 21. Considerando a evolução do processo de desinflação, os cenários avaliados, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu reduzir a taxa básica de juros em 0,50 ponto percentual, para 11,75% a.a., e entende que essa decisão é compatível com a estratégia de convergência da inflação para o redor da meta ao longo do horizonte relevante, que inclui o…",42,2,7,17,3,5,22,1,2,1,2023
260,2024-01-31,"260ª Reunião - 30-31 janeiro, 2024",/content/copom/atascopom/Copom260-not20240131260.pdf,/publicacoes/atascopom/31012024,31012024,18777,11.75,11.25,-0.5,corte,unânime,"Decisão de política monetária 21. Considerando a evolução do processo de desinflação, os cenários avaliados, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu reduzir a taxa básica de juros em 0,50 ponto percentual, para 11,25% a.a., e entende que essa decisão é compatível com a estratégia de convergência da inflação para o redor da meta ao longo do horizonte relevante, que inclui o…",47,2,6,15,4,6,22,0,2,0,2024
261,2024-03-20,"261ª Reunião - 19-20 março, 2024",/content/copom/atascopom/Copom261-not20240320261.pdf,/publicacoes/atascopom/20032024,20032024,23744,11.25,10.75,-0.5,corte,unânime,"Decisão de política monetária 25. Considerando a evolução do processo de desinflação, os cenários avaliados, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu reduzir a taxa básica de juros em 0,50 ponto percentual, para 10,75% a.a., e entende que essa decisão é compatível com a estratégia de convergência da inflação para o redor da meta ao longo do horizonte relevante, que inclui o…",56,3,7,23,8,6,17,4,3,1,2024
262,2024-05-08,"262ª Reunião - 7-8 maio, 2024",/content/copom/atascopom/Copom262-not20240508262.pdf,/publicacoes/atascopom/08052024,8052024,19965,10.75,10.5,-0.25,corte,5 a 4,"Decisão de política monetária 20. Considerando a evolução do processo de desinflação, os cenários avaliados, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu reduzir a taxa básica de juros em 0,25 ponto percentual, para 10,50% a.a., e entende que essa decisão é compatível com a estratégia de convergência da inflação para o redor da meta ao longo do horizonte relevante, que inclui o…",55,2,10,19,4,4,34,5,3,0,2024
263,2024-06-19,"263ª Reunião - 18-19 junho, 2024",/content/copom/atascopom/Copom263-not20240619263.pdf,/publicacoes/atascopom/19062024,19062024,17729,10.5,10.5,0.0,manutenção,unânime,"Decisão de política monetária 19. Considerando a evolução do processo de desinflação, os cenários avaliados, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu manter a taxa básica de juros em 10,50% a.a. e entende que essa decisão é compatível com a estratégia de convergência da inflação para o redor da meta ao longo do horizonte relevante, que inclui o ano de 2025. Sem prejuízo de…",43,3,7,17,6,3,21,0,2,0,2024
264,2024-07-31,"264ª Reunião - 30-31 julho, 2024",/content/copom/atascopom/Copom264-not20240731264.pdf,/publicacoes/atascopom/31072024,31072024,18558,10.5,10.5,0.0,manutenção,unânime,"Decisão de política monetária 26. Considerando a evolução do processo de desinflação, os cenários avaliados, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu manter a taxa básica de juros em 10,50% a.a. e entende que essa decisão é compatível com a estratégia de convergência da inflação para o redor da meta ao longo do horizonte relevante. Sem prejuízo de seu objetivo fundamental…",61,7,7,15,4,4,27,0,1,0,2024
265,2024-09-18,"265ª Reunião - 17-18 setembro, 2024",/content/copom/atascopom/Copom265-not20240918265.pdf,/publicacoes/atascopom/18092024,18092024,17654,10.5,10.75,0.25,alta,unânime,"Decisão de política monetária 23. O cenário, marcado por resiliência na atividade, pressões no mercado de trabalho, hiato do produto positivo, elevação das projeções de inflação e expectativas desancoradas, demanda uma política monetária mais contracionista. Considerando a evolução do processo de desinflação, os cenários avaliados, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu,…",50,7,12,24,5,6,20,0,1,1,2024
266,2024-11-06,"266ª Reunião - 5-6 novembro, 2024",/content/copom/atascopom/Copom266-not20241106266.pdf,/publicacoes/atascopom/06112024,6112024,16772,10.75,11.25,0.5,alta,unânime,"Decisão de política monetária 21. O cenário segue marcado por resiliência na atividade, pressões no mercado de trabalho, hiato do produto positivo, elevação das projeções de inflação e expectativas desancoradas, o que demanda uma política monetária mais contracionista. Considerando a evolução do processo de desinflação, os cenários avaliados, o balanço de riscos e o amplo conjunto de informações disponíveis, o…",46,5,11,23,2,5,23,0,2,2,2024
267,2024-12-11,"267ª Reunião - 10-11 dezembro, 2024",/content/copom/atascopom/Copom267-not20241211267.pdf,/publicacoes/atascopom/11122024,11122024,18031,11.25,12.25,1.0,alta,unânime,"Decisão de política monetária 24. O cenário mais recente é marcado por desancoragem adicional das expectativas de inflação, elevação das projeções de inflação, dinamismo acima do esperado na atividade e maior abertura do hiato do produto, o que exige uma política monetária ainda mais contracionista. 25. O Copom então decidiu realizar um ajuste de maior magnitude, elevando a taxa básica de juros em 1,00 ponto…",59,13,4,30,6,5,26,0,0,0,2024
268,2025-01-29,"268ª Reunião - 28-29 janeiro, 2025",/content/copom/atascopom/Copom268-not20250129268.pdf,/publicacoes/atascopom/29012025,29012025,19351,12.25,13.25,1.0,alta,unânime,"Decisão de política monetária 23. O cenário mais recente é marcado por desancoragem adicional das expectativas de inflação, elevação das projeções de inflação, resiliência na atividade econômica e pressões no mercado de trabalho, o que exige uma política monetária mais contracionista. 24. O Copom então decidiu elevar a taxa básica de juros em 1,00 ponto percentual, para 13,25% a.a., e entende que essa decisão é…",60,10,5,22,5,6,24,0,0,0,2025
269,2025-03-19,"269ª Reunião - 18-19 março, 2025",/content/copom/atascopom/Copom269-not20250319269.pdf,/publicacoes/atascopom/19032025,19032025,18758,13.25,14.25,1.0,alta,unânime,"Decisão de política monetária 21. O cenário mais recente é marcado por desancoragem adicional das expectativas de inflação, projeções de inflação elevadas, resiliência na atividade econômica e pressões no mercado de trabalho, o que exige uma política monetária mais contracionista. 22. O Copom então decidiu elevar a taxa básica de juros em 1,00 ponto percentual, para 14,25% a.a., e entende que essa decisão é…",58,7,4,23,7,5,27,1,0,0,2025
270,2025-05-07,"270ª Reunião - 6-7 maio, 2025",/content/copom/atascopom/Copom270-not20250507270.pdf,/publicacoes/atascopom/07052025,7052025,21022,14.25,14.75,0.5,alta,unânime,"Decisão de política monetária 23. A conjuntura externa, em particular os desenvolvimentos da política comercial norte-americana, e a conjuntura doméstica, em particular a política fiscal, têm impactado os preços de ativos e as expectativas dos agentes. O Comitê segue acompanhando com atenção como os desenvolvimentos da política fiscal impactam a política monetária e os ativos financeiros. O cenário segue sendo…",62,7,10,27,9,5,30,0,0,0,2025
271,2025-06-18,"271ª Reunião - 17-18 junho, 2025",/content/copom/atascopom/Copom271-not20250618271.pdf,/publicacoes/atascopom/18062025,18062025,19575,14.75,15.0,0.25,alta,unânime,"Decisão de política monetária 21. O Comitê segue acompanhando com atenção como os desenvolvimentos da política fiscal impactam a política monetária e os ativos financeiros. O cenário segue sendo marcado por expectativas desancoradas, projeções de inflação elevadas, resiliência na atividade econômica e pressões no mercado de trabalho. Para assegurar a convergência da inflação à meta em ambiente de expectativas…",50,5,10,20,10,7,28,0,0,0,2025
