reuniao,data,titulo,url_pdf,link,ident,n_caracteres,selic_antes,selic,delta_selic,decisao,voto,trecho,inflacao,cambio,fiscal,atividade,credito,externo,expectativas,guidance,credibilidade,pandemia,ano
106,2005-03-16,106ª Reunião,,/publicacoes/atascopom/16032005,16032005,43291,18.75,19.25,0.5,alta,unânime,"o Copom decidiu, por unanimidade, aumentar a meta para a taxa Selic para 19,25% a.a., sem viés, e acompanhar atentamente a evolução do cenário prospectivo para a inflação até a sua próxima reunião, para então definir os próximos passos na estratégia de política monetária implementada desde setembro de 2004. Como ressaltado também nas Notas da reunião de fevereiro, é necessário que a Autoridade Monetária esteja…",52,11,3,21,14,12,15,1,0,0,2005
107,2005-04-20,107ª Reunião,,/publicacoes/atascopom/20042005,20042005,47484,19.25,19.5,0.25,alta,unânime,"Implementação da política monetária 12. A variação do IPCA em março, de 0,61%, ficou em patamar próximo aos registrados nos dois meses anteriores. A inflação do mês teve, novamente, contribuição significativa de um item específico – no caso, a tarifa de ônibus urbano. Além desse item, outro componente do grupo de preços monitorados – a taxa de água e esgoto – também apresentou forte aceleração em relação a…",59,11,2,21,15,11,22,1,0,0,2005
108,2005-05-18,108ª Reunião,,/publicacoes/atascopom/18052005,18052005,46343,19.5,19.75,0.25,alta,unânime,"o Copom decidiu, por unanimidade, aumentar a meta para a taxa Selic para 19,75% a.a., sem viés, e acompanhar atentamente a evolução do cenário prospectivo para a inflação até a sua próxima reunião, para então definir os próximos passos na estratégia de política monetária implementada desde setembro de 2004. Como ressaltado também nas Notas de reuniões anteriores, é necessário que a Autoridade Monetária esteja…",58,13,2,22,15,8,17,2,0,0,2005
109,2005-06-15,109ª Reunião,,/publicacoes/atascopom/15062005,15062005,43799,19.75,19.75,0.0,manutenção,unânime,Implementação da política monetária Atividade econômica Mercado de trabalho Crédito Ambiente externo Comércio exterior e reservas internacionais Mercado monetário e operações de mercado aberto Data: 14 e 15/6/2005 Local: Sala de reuniões do 8º andar (14/6) e do 20º andar (15/6) do Edifício-Sede do Banco Central – Brasília – DF Horário de início: 16h30 (14/6) e 16h36 (15/6) Horário de término: 19h20 (14/6) e 19h30…,48,14,2,17,12,10,12,1,0,0,2005
110,2005-07-20,110ª Reunião,,/publicacoes/atascopom/20072005,20072005,42797,19.75,19.75,0.0,manutenção,unânime,"o Copom avalia que houve uma melhora do cenário externo, não obstante a permanência de níveis elevados para os preços internacionais do petróleo. Dessa forma, vai-se configurando, de maneira mais definida, um cenário benigno para a evolução da inflação. Nesse contexto, a política monetária passa a se defrontar com o desafio de garantir a consolidação dos desenvolvimentos favoráveis que se antecipam para o futuro.…",52,13,2,13,16,8,11,1,0,0,2005
111,2005-08-17,111ª Reunião,,/publicacoes/atascopom/17082005,17082005,46096,19.75,19.75,0.0,manutenção,unânime,Implementação da política monetária Atividade econômica Mercado de trabalho Crédito e inadimplência Ambiente externo Comércio exterior e reservas internacionais Mercado monetário e operações de mercado aberto Data: 16 e 17/8/2005 Local: Sala de reuniões do 8º andar (16/8) e do 20º andar (17/8) do Edifício-Sede do Banco Central – Brasília – DF Horário de início: 16h55 (16/8) e 16h30 (17/8) Horário de término: 19h15…,60,13,2,15,13,11,14,1,0,0,2005
112,2005-09-14,112ª Reunião,,/publicacoes/atascopom/14092005,14092005,49439,19.75,19.5,-0.25,corte,unânime,Implementação da política monetária Inflação Atividade econômica Mercado de trabalho Crédito e inadimplência Ambiente externo Comércio exterior e reservas internacionais Mercado monetário e operações de mercado aberto Data: 13 e 14/9/2005 Local: Sala de reuniões do 8º andar (13/9) e do 20º andar (14/9) do Edifício-Sede do Banco Central – Brasília – DF Horário de início: 16h55 (13/9) e 16h30 (14/9) Horário de…,58,13,2,22,13,5,14,1,0,0,2005
113,2005-10-19,113ª Reunião,,/publicacoes/atascopom/19102005,19102005,47025,19.5,19.0,-0.5,corte,unânime,Implementação da política monetária Inflação Atividade econômica Sondagens e expectativas Mercado de trabalho Ambiente externo Comércio exterior e reservas internacionais Mercado monetário e operações de mercado aberto Data: 18 e 19/10/2005 Local: Sala de reuniões do 8º andar (18/10) e do 20º andar (19/10) do Edifício-Sede do Banco Central – Brasília – DF Horário de início: 16h55 (18/10) e 16h30 (19/10) Horário de…,60,13,2,15,3,6,14,1,0,0,2005
114,2005-11-23,114ª Reunião,,/publicacoes/atascopom/23112005,23112005,45482,19.0,18.5,-0.5,corte,unânime,"Implementação da política monetária 19. O Copom reafirma o diagnóstico, expresso nas Notas das últimas reuniões, de que tanto os resultados recentes da inflação como as projeções de inflação realizadas pelo Banco Central e pelos analistas do setor privado sugerem que, além de conter as pressões inflacionárias de curto prazo, a postura de política monetária adotada desde setembro de 2004 vem contribuindo de maneira…",58,11,2,16,12,7,15,1,0,0,2005
115,2005-12-14,115ª Reunião,,/publicacoes/atascopom/14122005,14122005,47348,18.5,18.0,-0.5,corte,—,Implementação da política monetária Inflação Atividade econômica Expectativas e sondagens Mercado de trabalho Crédito e inadimplência Ambiente externo Comércio exterior e reservas internacionais Mercado monetário e operações de mercado aberto Data: 13 e 14/12/2005 Local: Sala de reuniões do 8º andar (13/12) e do 20º andar (14/12) do Edifício-Sede do Banco Central – Brasília – DF Horário de início: 16h55 (13/12) e…,56,12,3,23,11,6,15,2,0,0,2005
116,2006-01-18,116ª Reunião,,/publicacoes/atascopom/18012006,18012006,47452,18.0,17.25,-0.75,corte,unânime,Implementação da política monetária Inflação Atividade econômica Expectativas e sondagens Mercado de trabalho Crédito e inadimplência Ambiente externo Comércio exterior e reservas internacionais Mercado monetário e operações de mercado aberto Data: 17 e 18/01/2006 Local: Sala de reuniões do 8º andar (17/01) e do 20º andar (18/01) do Edifício-Sede do Banco Central – Brasília – DF Horário de início: 16h55 (17/01) e…,58,12,3,14,14,6,14,1,0,0,2006
117,2006-03-08,117ª Reunião,,/publicacoes/atascopom/08032006,8032006,51147,17.25,16.5,-0.75,corte,—,"Implementação da política monetária 18. O Copom reafirma o diagnóstico, expresso nas Notas das últimas reuniões, de que tanto os resultados recentes da inflação como as projeções de inflação realizadas pelo Banco Central e pelos analistas do setor privado sugerem que, além de conter as pressões inflacionárias de curto prazo, a postura de política monetária, adotada desde setembro de 2004, vem contribuindo de…",55,10,3,25,15,7,18,3,0,0,2006
118,2006-04-19,118ª Reunião,,/publicacoes/atascopom/19042006,19042006,51219,16.5,15.75,-0.75,corte,unânime,"Implementação da política monetária 16. O Copom reafirma o diagnóstico, expresso nas Notas das últimas reuniões, de que tanto os resultados recentes da inflação como as projeções de inflação realizadas pelo Banco Central e pelos analistas do setor privado sugerem que, além de conter as pressões inflacionárias de curto prazo, a postura de política monetária adotada desde setembro de 2004 vem contribuindo de maneira…",52,7,3,23,14,11,19,2,0,0,2006
119,2006-05-31,119ª Reunião,,/publicacoes/atascopom/31052006,31052006,51937,15.75,15.25,-0.5,corte,unânime,"Implementação da política monetária 18. O Copom reafirma o diagnóstico, expresso nas Notas das últimas reuniões, de que tanto os resultados recentes da inflação como as projeções de inflação realizadas pelo Banco Central e pelos analistas do setor privado sugerem que, além de conter as pressões inflacionárias de curto prazo, a postura de política monetária adotada desde setembro de 2004 vem contribuindo de maneira…",52,12,3,26,15,11,16,1,0,0,2006
120,2006-07-19,120ª Reunião,,/publicacoes/atascopom/19072006,19072006,50949,15.25,14.75,-0.5,corte,unânime,Implementação da política monetária Inflação Atividade econômica Expectativas e sondagens Mercado de trabalho Crédito e inadimplência Ambiente externo Comércio exterior e reservas internacionais Mercado monetário e operações de mercado aberto Data: 18 e 19/07/2006 Local: Sala de reuniões do 8º andar (18/07) e do 20º andar (19/07) do Edifício-Sede do Banco Central – Brasília – DF Horário de início: 16h30 (18/07) e…,54,14,3,27,16,10,15,3,0,0,2006
121,2006-08-30,121ª Reunião,,/publicacoes/atascopom/30082006,30082006,52967,14.75,14.25,-0.5,corte,unânime,Implementação da política monetária Inflação Atividade econômica Expectativas e sondagens Mercado de trabalho Crédito e inadimplência Ambiente externo Comércio exterior e reservas internacionais Mercado monetário e operações de mercado aberto Data: 29 e 30/08/2006 Local: Sala de reuniões do 8º andar (29/08) e do 20º andar (30/08) do Edifício-Sede do Banco Central – Brasília – DF Horário de início: 17h30 (29/08) e…,52,10,3,23,15,16,15,1,0,0,2006
